Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,15,mg/L,,,,9/29/2015,10:28:00,9/29/2015 10:28,9/29/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for September 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,18,mg/L,,,,10/5/2015,10:45:00,10/5/2015 10:45,10/13/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,18,mg/L,,,,10/12/2015,9:40:00,10/12/2015 9:40,10/13/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,18,mg/L,,,,10/19/2015,11:00:00,10/19/2015 11:00,11/4/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,10,mg/L,,,,10/26/2015,10:32:00,10/26/2015 10:32,11/4/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for October 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,3.53,mg/L,,,,4/1/2016,12:32:00,4/1/2016 12:32,4/6/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,3.4,mg/L,,,,4/4/2016,8:50:00,4/4/2016 8:50,4/6/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,2.4,mg/L,,,,4/20/2016,10:30:00,4/20/2016 10:30,5/3/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,0.2,mg/L,,,,4/25/2016,15:10:00,4/25/2016 15:10,5/3/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for April 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,6.4,mg/L,,,,5/1/2016,9:20:00,5/1/2016 9:20,5/3/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,6.7,mg/L,,,,5/9/2016,9:54:00,5/9/2016 9:54,5/25/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,8.3,mg/L,,,,5/18/2016,14:57:00,5/18/2016 14:57,5/25/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,5.3,mg/L,,,,5/23/2016,11:50:00,5/23/2016 11:50,6/7/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2016,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,6.5,mg/L,,,,5/29/2016,9:50:00,5/29/2016 9:50,6/7/2016,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2016,,,
