Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2004-02-11,,2.0,,,,,2.6,,,,,,,3.6,2004.0,4.85,,6.8,,17.1,
2004-02-12,,2.0,,,,,2.6,,,,,,,3.7,2004.0,4.215,,6.7,,19.2,
2004-02-13,,2.0,,,,,2.6,,,,,,,4.1,2004.0,4.599,,6.7,,16.8,
2004-02-14,,2.0,,,,,2.6,,,,,,,,2004.0,4.138,,6.6,,19.0,
2004-02-15,,2.0,,,,,2.6,,,,,,,3.1,2004.0,4.506,,6.7,,19.0,
2004-02-16,,2.0,,,,,2.6,,,,,,,3.6,2004.0,8.644,,6.7,,18.6,
2004-02-17,,2.0,0.2,,12.0,,2.6,,,,,,,3.7,2004.0,11.553,,6.6,,17.0,
2004-02-18,,2.0,,,,,2.6,,,,,,,4.9,2004.0,9.952,,6.5,,16.7,
2004-02-19,,2.0,,,,,2.6,,,,,,,4.4,2004.0,10.082,,6.6,,16.5,
2004-02-20,,2.0,,,,,2.6,,,,,,,,2004.0,10.467,,6.6,,17.6,
2004-02-21,,2.0,,,,,2.6,,,,,,,,2004.0,9.513,,6.8,,16.4,
2004-02-22,,2.0,,,,,2.6,,,,,,,4.4,2004.0,7.183,,6.8,,15.8,
2004-02-23,,2.0,0.3,,6.8,,2.6,,,,,,,3.9,2004.0,5.769,,6.6,,14.7,
2004-02-24,,2.0,,,,,2.6,,,,,,,4.8,2004.0,5.412,,6.8,,17.7,
2004-02-25,,2.0,,,,,2.6,,,,,,,6.3,2004.0,8.237,,6.7,,16.6,
2004-02-26,,2.0,,,,,2.6,,,,,,,7.1,2004.0,8.995,,6.5,,17.9,
2004-02-27,,2.0,,,,,2.6,,,,,,,,2004.0,8.315,,6.7,,16.8,
2004-02-28,,2.0,,,,,2.6,,,,,,,,2004.0,9.595,,6.7,,17.3,
2004-02-29,,2.0,,,,,2.6,,,,,,,6.3,2004.0,6.671,,6.6,,17.9,
2004-03-01,,3.0,0.2,,5.7,,2.6,,,,0.91,,,6.0,2004.0,5.63,0.73,6.7,,16.4,
2004-03-02,,3.0,,,,,2.6,,,,,,,5.7,2004.0,5.81,,6.6,,17.2,
2004-03-03,,3.0,,,,,2.6,,,,,,,6.4,2004.0,4.455,,6.7,,17.4,
2004-03-04,,3.0,,,,,2.6,,,,,,,5.4,2004.0,4.637,,6.7,,16.3,
2004-03-05,,3.0,,,,,2.6,,,,,,,,2004.0,7.285,,6.8,,18.0,
2004-03-06,,3.0,,,,,2.6,,,,,,,,2004.0,5.378,,6.6,,17.4,
2004-03-07,,3.0,,,,,2.6,,,,,,,7.3,2004.0,4.289,,6.6,,17.4,
2004-03-08,,3.0,0.25,,13.0,,2.6,,,,,,,7.3,2004.0,4.227,,6.5,,18.0,
2004-03-09,,3.0,,,,,2.6,,,,,,,6.4,2004.0,4.35,,6.6,,18.0,
2004-03-10,,3.0,,,,,2.6,,,,,,,7.1,2004.0,2.915,,6.7,,20.3,
2004-03-11,,3.0,,,,,2.6,,,,,,,6.6,2004.0,3.374,,6.7,,21.4,
2004-03-12,,3.0,,,,,2.6,,,,,,,,2004.0,4.674,,6.6,,18.3,
2004-03-13,,3.0,,,,,2.6,,,,,,,,2004.0,4.576,,6.6,,21.3,
2004-03-14,,3.0,,,,,2.6,,,,,,,5.9,2004.0,4.441,,6.6,,20.7,
2004-03-15,,3.0,0.36,,20.0,,2.6,,,,,,,6.4,2004.0,3.943,,6.6,,20.0,
2004-03-16,,3.0,,,,,2.6,,,,,,,5.8,2004.0,3.613,,6.7,,21.1,
2004-03-17,,3.0,,,,,2.6,,,,,,,5.0,2004.0,3.591,,6.7,,20.5,
2004-03-18,,3.0,,,,,2.6,,,,,,,4.8,2004.0,3.456,,6.8,,19.9,
2004-03-19,,3.0,,,,,2.6,,,,,,,,2004.0,3.509,,6.7,,18.1,
2004-03-20,,3.0,,,,,2.6,,,,,,,,2004.0,3.474,,6.6,,21.6,
2004-03-21,,3.0,,,,,2.6,,,,,,,4.8,2004.0,3.539,,6.6,,20.5,
2004-03-22,,3.0,0.28,,16.0,,2.6,,,,,,,4.5,2004.0,3.543,,6.6,,19.0,
2004-03-23,,3.0,,,,,2.6,,,,,,,3.6,2004.0,1.981,,6.7,,18.8,
2004-03-24,,3.0,,,,,2.6,,,,,,,4.7,2004.0,2.316,,6.6,,19.8,
2004-03-25,,3.0,,,,,2.6,,,,,,,,2004.0,3.71,,6.7,,18.8,
2004-03-26,,3.0,,,,,2.6,,,,,,,4.8,2004.0,4.89,,6.7,,18.0,
2004-03-27,,3.0,,,,,2.6,,,,,,,,2004.0,5.69,,7.7,,18.7,
2004-03-28,,3.0,,,,,2.6,,,,,,,2.8,2004.0,3.89,,6.7,,18.1,
2004-03-29,,3.0,0.2,,14.0,,2.6,,,,,,,2.8,2004.0,3.25,,6.7,,18.3,
2004-03-30,,3.0,,,,,2.6,,,,,,,2.8,2004.0,0.78,,6.8,,18.6,
2004-03-31,,3.0,,,,,2.6,,,,,,,,2004.0,3.28,,6.9,,17.8,
2004-04-01,,4.0,,,,,2.6,,,,,,,2.8,2004.0,2.24,,7.0,,18.5,
2004-04-02,,4.0,,,,,2.6,,,,,,,2.8,2004.0,2.99,,6.8,,19.2,
2004-04-03,,4.0,,,,,2.6,,,,,,,,2004.0,3.07,,7.1,,21.5,
2004-04-04,,4.0,,,,,2.6,,,,,,,2.5,2004.0,4.8,,6.9,,17.9,
2004-04-05,,4.0,0.2,,16.0,,2.6,,,,0.38,,,3.5,2004.0,3.35,0.4,6.7,,18.5,
2004-04-06,,4.0,,,,,2.6,,,,,,,2.4,2004.0,3.66,,6.8,,16.7,
2004-04-07,,4.0,,,,,2.6,,,,,,,2.6,2004.0,3.06,,6.9,,19.1,
2004-04-08,,4.0,,,,,2.6,,,,,,,4.2,2004.0,3.19,,6.9,,15.7,
2004-04-09,,4.0,,,,,2.6,,,,,,,,2004.0,3.15,,7.0,,19.8,
2004-04-10,,4.0,,,,,2.6,,,,,,,,2004.0,2.97,,7.0,,21.1,
2004-04-11,,4.0,,,,,2.6,,,,,,,3.8,2004.0,3.0,,6.9,,18.5,
2004-04-12,,4.0,0.2,,20.0,,2.6,,,,,,,3.4,2004.0,4.12,,6.8,,19.5,
2004-04-13,,4.0,,,,,2.6,,,,,,,3.2,2004.0,3.61,,6.6,,20.2,
2004-04-14,,4.0,,,,,2.6,,,,,,,2.7,2004.0,4.25,,6.6,,19.6,
2004-04-15,,4.0,,,,,2.6,,,,,,,3.9,2004.0,2.96,,7.0,,18.3,
2004-04-16,,4.0,,,,,2.6,,,,,,,,2004.0,2.93,,7.0,,18.1,
2004-04-17,,4.0,,,,,2.6,,,,,,,,2004.0,3.02,,6.9,,19.7,
2004-04-18,,4.0,,,,,2.6,,,,,,,3.3,2004.0,2.85,,6.8,,18.7,
2004-04-19,,4.0,0.2,,9.4,,2.6,,,,,,,3.1,2004.0,2.91,,6.5,,20.4,
2004-04-20,,4.0,,,,,2.6,,,,,,,2.1,2004.0,2.06,,6.7,,18.8,
2004-04-21,,4.0,,,,,2.6,,,,,,,1.9,2004.0,4.15,,6.8,,19.0,
2004-04-22,,4.0,,,,,2.6,,,,,,,2.2,2004.0,3.86,,7.0,,20.6,
2004-04-23,,4.0,,,,,2.6,,,,,,,,2004.0,3.56,,6.9,,21.2,
2004-04-24,,4.0,,,,,2.6,,,,,,,,2004.0,2.99,,6.9,,22.7,
2004-04-25,,4.0,,,,,2.6,,,,,,,,2004.0,3.0,,7.0,,23.3,
2004-04-26,,4.0,0.2,,13.0,,2.6,,,,,,,2.0,2004.0,2.96,,7.0,,21.6,
2004-04-27,,4.0,,,,,2.6,,,,,,,1.9,2004.0,2.87,,7.0,,22.4,
2004-04-28,,4.0,,,,,2.6,,,,,,,1.5,2004.0,2.87,,7.0,,19.7,
2004-04-29,,4.0,,,,,2.6,,,,,,,1.4,2004.0,2.8,,7.0,,21.5,
2004-04-30,,4.0,,,,,2.6,,,,,,,1.6,2004.0,1.82,,7.0,,20.7,
2004-05-01,,5.0,,,,,2.6,,,,,,,,2004.0,2.68,,7.2,,22.8,
2004-05-02,,5.0,,,,,2.6,,,,,,,2.4,2004.0,2.9,,7.2,,22.4,
2004-05-03,,5.0,0.2,,21.0,,2.6,,,,0.74,,,2.2,2004.0,2.89,0.57,7.2,,22.2,
2004-05-04,,5.0,,,,,2.6,,,,,,,2.8,2004.0,2.41,,6.9,,21.8,
2004-05-05,,5.0,,,,,2.6,,,,,,,1.8,2004.0,2.91,,6.9,,21.0,
2004-05-06,,5.0,,,,,2.6,,,,,,,,2004.0,3.11,,6.9,,21.4,
2004-05-07,,5.0,,,,,2.6,,,,,,,1.3,2004.0,1.76,,6.7,,22.0,
2004-05-08,,5.0,,,,,2.6,,,,,,,,2004.0,2.26,,6.7,,24.3,
2004-05-09,,5.0,,,,,2.6,,,,,,,3.0,2004.0,2.81,,6.6,,22.0,
2004-05-10,,5.0,0.21,,24.0,,2.6,,,,,,,4.2,2004.0,2.63,,6.6,,21.4,
2004-05-11,,5.0,,,,,2.6,,,,,,,4.0,2004.0,2.71,,6.7,,21.2,
2004-05-12,,5.0,,,,,2.6,,,,,,,4.4,2004.0,3.29,,6.8,,21.3,
2004-05-13,,5.0,,,,,2.6,,,,,,,4.5,2004.0,4.05,,6.8,,21.7,
2004-05-14,,5.0,,,,,2.6,,,,,,,,2004.0,3.06,,6.8,,21.8,
2004-05-15,,5.0,,,,,2.6,,,,,,,,2004.0,2.63,,7.0,,21.5,
2004-05-16,,5.0,,,,,2.6,,,,,,,2.6,2004.0,2.62,,6.9,,21.9,
2004-05-17,,5.0,0.2,,23.0,,2.6,,,,,,,3.3,2004.0,2.61,,6.8,,21.6,
2004-05-18,,5.0,,,,,2.6,,,,,,,2.4,2004.0,2.59,,6.8,,21.9,
2004-05-19,,5.0,,,,,2.6,,,,,,,2.9,2004.0,2.54,,6.9,,22.3,
2004-05-20,,5.0,,,,,2.6,,,,,,,2.9,2004.0,2.13,,6.8,,22.0,
2004-05-21,,5.0,,,,,2.6,,,,,,,,2004.0,2.79,,6.7,,21.6,
2004-05-22,,5.0,,,,,2.6,,,,,,,,2004.0,2.9,,6.8,,22.4,
2004-05-23,,5.0,,,,,2.6,,,,,,,,2004.0,2.58,,7.3,,21.3,
2004-05-24,,5.0,0.34,,20.0,,2.6,,,,,,,6.7,2004.0,2.6,,6.8,,22.4,
2004-05-25,,5.0,,,,,2.6,,,,,,,2.3,2004.0,2.56,,6.8,,21.9,
2004-05-26,,5.0,,,,,2.6,,,,,,,1.4,2004.0,2.52,,6.8,,21.7,
2004-05-27,,5.0,,,,,2.6,,,,,,,2.5,2004.0,2.54,,6.8,,21.7,
2004-05-28,,5.0,,,,,2.6,,,,,,,3.8,2004.0,2.57,,6.8,,22.0,
2004-05-29,,5.0,,,,,2.6,,,,,,,,2004.0,2.49,,6.9,,22.4,
2004-05-30,,5.0,,,,,2.6,,,,,,,2.3,2004.0,2.36,,6.8,,22.6,
2004-05-31,,5.0,,,,,2.6,,,,,,,2.0,2004.0,2.55,,7.0,,23.1,
2004-06-01,,6.0,0.2,,24.0,,2.6,,,,0.2,,,1.9,2004.0,2.52,0.4,6.8,,22.5,
2004-06-02,,6.0,,,,,2.6,,,,,,,1.5,2004.0,2.49,,6.9,,22.9,
2004-06-03,,6.0,,,,,2.6,,,,,,,1.6,2004.0,2.53,,6.8,,21.2,
2004-06-04,,6.0,,,,,2.6,,,,,,,,2004.0,2.47,,6.9,,22.2,
2004-06-05,,6.0,,,,,2.6,,,,,,,,2004.0,2.54,,7.0,,23.7,
2004-06-06,,6.0,,,,,2.6,,,,,,,1.0,2004.0,2.54,,6.9,,22.9,
2004-06-07,,6.0,0.2,,24.0,,2.6,,,,,,,1.2,2004.0,2.58,,6.9,,22.3,
2004-06-08,,6.0,,,,,2.6,,,,,,,1.9,2004.0,2.49,,6.8,,21.6,
2004-06-09,,6.0,,,,,2.6,,,,,,,2.4,2004.0,2.59,,6.9,,22.2,
2004-06-10,,6.0,,,,,2.6,,,,,,,2.2,2004.0,2.5,,6.8,,21.8,
2004-06-11,,6.0,,,,,2.6,,,,,,,,2004.0,2.55,,6.8,,22.0,
2004-06-12,,6.0,,,,,2.6,,,,,,,,2004.0,2.48,,6.7,,23.3,
2004-06-13,,6.0,,,,,2.6,,,,,,,1.9,2004.0,2.5,,6.8,,22.3,
2004-06-14,,6.0,0.2,,23.0,,2.6,,,,,,,1.6,2004.0,2.58,,6.7,,22.6,
2004-06-15,,6.0,,,,,2.6,,,,,,,2.1,2004.0,1.98,,6.8,,23.5,
2004-06-16,,6.0,,,,,2.6,,,,,,,2.3,2004.0,2.16,,6.8,,23.6,
2004-06-17,,6.0,,,,,2.6,,,,,,,3.1,2004.0,2.19,,6.7,,22.3,
2004-06-18,,6.0,,,,,2.6,,,,,,,,2004.0,1.92,,6.7,,22.4,
2004-06-19,,6.0,,,,,2.6,,,,,,,,2004.0,2.5,,6.6,,23.9,
2004-06-20,,6.0,,,,,2.6,,,,,,,2.0,2004.0,3.42,,6.6,,21.9,
2004-06-21,,6.0,0.2,,19.0,,2.6,,,,,,,2.8,2004.0,2.65,,6.7,,22.7,
2004-06-22,,6.0,,,,,2.6,,,,,,,3.1,2004.0,2.68,,7.0,,22.5,
2004-06-23,,6.0,,,,,2.6,,,,,,,3.2,2004.0,2.22,,6.8,,22.2,
2004-06-24,,6.0,,,,,2.6,,,,,,,2.9,2004.0,2.6,,6.8,,22.2,
2004-06-25,,6.0,,,,,2.6,,,,,,,,2004.0,2.87,,6.5,,22.7,
2004-06-26,,6.0,,,,,2.6,,,,,,,,2004.0,2.53,,6.8,,24.3,
2004-06-27,,6.0,,,,,2.6,,,,,,,2.0,2004.0,2.54,,6.8,,23.4,
2004-06-28,,6.0,0.2,,18.0,,2.6,,,,,,,2.4,2004.0,2.57,,6.7,,22.4,
2004-06-29,,6.0,,,,,2.6,,,,,,,2.1,2004.0,2.68,,6.7,,23.0,
2004-06-30,,6.0,,,,,2.6,,,,,,,1.9,2004.0,2.48,,6.9,,22.6,
2004-07-01,,7.0,,,,,2.6,,,,,,,1.7,2004.0,2.5,,7.2,,22.8,
2004-07-02,,7.0,,,,,2.6,,,,,,,,2004.0,2.42,,7.1,,23.0,
2004-07-03,,7.0,,,,,2.6,,,,,,,,2004.0,2.56,,7.1,,24.4,
2004-07-04,,7.0,,,,,2.6,,,,,,,1.5,2004.0,2.52,,6.9,,23.8,
2004-07-05,,7.0,,,,,2.6,,,,,,,1.5,2004.0,2.72,,6.9,,22.4,
2004-07-06,,7.0,0.21,,24.0,,2.6,,,,0.2,,,1.0,2004.0,2.57,0.4,6.8,,23.8,
2004-07-07,,7.0,,,,,2.6,,,,,,,1.0,2004.0,2.48,,6.9,,23.4,
2004-07-08,,7.0,,,,,2.6,,,,,,,1.0,2004.0,2.62,,6.9,,23.6,
2004-07-09,,7.0,,,,,2.6,,,,,,,,2004.0,1.97,,6.8,,22.8,
2004-07-10,,7.0,,,,,2.6,,,,,,,,2004.0,2.48,,6.9,,24.5,
2004-07-11,,7.0,,,,,2.6,,,,,,,,2004.0,2.41,,6.8,,22.1,
2004-07-12,,7.0,0.25,,19.0,,2.6,,,,,,,2.2,2004.0,2.96,,6.8,,23.3,
2004-07-13,,7.0,,,,,2.6,,,,,,,2.2,2004.0,2.62,,6.7,,22.2,
2004-07-14,,7.0,,,,,2.6,,,,,,,2.7,2004.0,2.85,,6.8,,22.5,
2004-07-15,,7.0,,,,,2.6,,,,,,,2.9,2004.0,2.1,,6.9,,23.4,
2004-07-16,,7.0,,,,,2.6,,,,,,,2.8,2004.0,3.01,,6.8,,23.4,
2004-07-17,,7.0,,,,,2.6,,,,,,,,2004.0,2.57,,6.8,,24.0,
2004-07-18,,7.0,,,,,2.6,,,,,,,3.5,2004.0,2.51,,6.8,,24.1,
2004-07-19,,7.0,0.32,,18.0,,2.6,,,,,,,2.2,2004.0,2.67,,6.8,,24.1,
2004-07-20,,7.0,,,,,2.6,,,,,,,2.4,2004.0,2.4,,6.8,,23.7,
2004-07-21,,7.0,,,,,2.6,,,,,,,1.7,2004.0,2.63,,6.8,,23.9,
2004-07-22,,7.0,,,,,2.6,,,,,,,1.9,2004.0,2.63,,7.0,,22.8,
2004-07-23,,7.0,,,,,2.6,,,,,,,,2004.0,2.31,,6.8,,23.3,
2004-07-24,,7.0,,,,,2.6,,,,,,,,2004.0,2.33,,6.7,,25.2,
2004-07-25,,7.0,,,,,2.6,,,,,,,2.7,2004.0,2.6,,6.7,,23.0,
2004-07-26,,7.0,0.22,,19.0,,2.6,,,,,,,3.1,2004.0,2.8,,6.5,,23.5,
2004-07-27,,7.0,,,,,2.6,,,,,,,3.9,2004.0,2.7,,6.8,,23.4,
2004-07-28,,7.0,,,,,2.6,,,,,,,3.5,2004.0,2.56,,6.8,,23.6,
2004-07-29,,7.0,,,,,2.6,,,,,,,3.1,2004.0,2.64,,6.9,,23.5,
2004-07-30,,7.0,,,,,2.6,,,,,,,,2004.0,2.69,,6.8,,22.6,
2004-07-31,,7.0,,,,,2.6,,,,,,,,2004.0,2.47,,7.0,,23.6,
2004-08-01,,8.0,,,,,2.6,,,,,,,3.6,2004.0,2.39,,7.0,,22.8,
2004-08-02,,8.0,0.2,,19.0,,2.6,,,,0.2,,25.0,3.9,2004.0,2.57,0.4,6.9,,23.7,
2004-08-03,,8.0,,,,,2.6,,,,,,,3.0,2004.0,2.62,,6.9,,23.0,
2004-08-04,,8.0,,,,,2.6,,,,,,,1.9,2004.0,2.58,,6.9,,23.3,
2004-08-05,,8.0,,,,,2.6,,,,,,,3.0,2004.0,2.59,,6.8,,23.8,
2004-08-06,,8.0,,,,,2.6,,,,,,,,2004.0,2.51,,6.7,,24.2,
2004-08-07,,8.0,,,,,2.6,,,,,,,,2004.0,2.55,,6.7,,24.6,
2004-08-08,,8.0,,,,,2.6,,,,,,,2.1,2004.0,2.18,,6.6,,24.6,
2004-08-09,,8.0,0.2,,23.0,,2.6,,,,,,,2.3,2004.0,2.89,,6.6,,23.6,
2004-08-10,,8.0,,,,,2.6,,,,,,,1.7,2004.0,2.65,,6.9,,23.3,
2004-08-11,,8.0,,,,,2.6,,,,,,,2.5,2004.0,2.62,,6.7,,23.2,
2004-08-12,,8.0,,,,,2.6,,,,,,,2.4,2004.0,2.6,,6.7,,23.0,
2004-08-13,,8.0,,,,,2.6,,,,,,,,2004.0,2.55,,6.8,,23.0,
2004-08-14,,8.0,,,,,2.6,,,,,,,,2004.0,2.46,,6.7,,24.7,
2004-08-15,,8.0,,,,,2.6,,,,,,,2.9,2004.0,2.49,,6.6,,23.6,
2004-08-16,,8.0,0.27,,24.0,,2.6,,,,,,,3.0,2004.0,2.63,,6.7,,24.0,
2004-08-17,,8.0,,,,,2.6,,,,,,,3.1,2004.0,2.43,,6.7,,24.6,
2004-08-18,,8.0,,,,,2.6,,,,,,,3.2,2004.0,2.41,,6.8,,23.7,
2004-08-19,,8.0,,,,,2.6,,,,,,,2.1,2004.0,2.49,,6.9,,23.6,
2004-08-20,,8.0,,,,,2.6,,,,,,,,2004.0,2.48,,6.8,,24.0,
2004-08-21,,8.0,,,,,2.6,,,,,,,,2004.0,2.16,,6.8,,25.7,
2004-08-22,,8.0,,,,,2.6,,,,,,,2.2,2004.0,2.67,,6.7,,24.5,
2004-08-23,,8.0,0.2,,22.0,,2.6,,,,,,,3.0,2004.0,2.27,,6.8,,23.7,
2004-08-24,,8.0,,,,,2.6,,,,,,,3.0,2004.0,2.49,,6.9,,24.8,
2004-08-25,,8.0,,,,,2.6,,,,,,,3.0,2004.0,2.37,,6.9,,24.2,
2004-08-26,,8.0,,,,,2.6,,,,,,,2.5,2004.0,2.45,,7.0,,24.0,
2004-08-27,,8.0,,,,,2.6,,,,,,,,2004.0,2.44,,6.9,,24.4,
2004-08-28,,8.0,,,,,2.6,,,,,,,,2004.0,2.34,,6.9,,25.5,
2004-08-29,,8.0,,,,,2.6,,,,,,,2.2,2004.0,2.37,,6.8,,24.3,
2004-08-30,,8.0,0.24,,19.0,,2.6,,,,,,,3.1,2004.0,2.62,,6.9,,24.2,
2004-08-31,,8.0,,,,,2.6,,,,,,,2.4,2004.0,2.4,,7.1,,23.7,
2004-09-01,,9.0,,,,,2.6,,,,,,,1.7,2004.0,2.46,,7.1,,24.0,
2004-09-02,,9.0,,,,,2.6,,,,,,,2.1,2004.0,2.41,,7.0,,20.8,
2004-09-03,,9.0,,,,,2.6,,,,,,,,2004.0,2.4,,7.0,,24.3,
2004-09-04,,9.0,,,,,2.6,,,,,,,,2004.0,2.33,,7.1,,26.2,
2004-09-05,,9.0,,,,,2.6,,,,,,,1.9,2004.0,2.3,,7.0,,23.2,
2004-09-06,,9.0,,,,,2.6,,,,,,,1.1,2004.0,2.44,,7.0,,24.8,
2004-09-07,,9.0,0.2,,13.0,,2.6,,,,0.2,,,1.3,2004.0,2.38,0.4,7.0,,24.4,
2004-09-08,,9.0,,,,,2.6,,,,,,,1.1,2004.0,2.03,,6.9,,24.6,
2004-09-09,,9.0,,,,,2.6,,,,,,,1.0,2004.0,1.8,,6.9,,23.8,
2004-09-10,,9.0,,,,,2.6,,,,,,,,2004.0,2.59,,6.9,,24.5,
2004-09-11,,9.0,,,,,2.6,,,,,,,,2004.0,2.62,,6.9,,23.3,
2004-09-12,,9.0,,,,,2.6,,,,,,,1.4,2004.0,2.49,,6.7,,24.7,
2004-09-13,,9.0,0.2,,13.0,,2.6,,,,,,,1.3,2004.0,2.4,,7.0,,23.8,
2004-09-14,,9.0,,,,,2.6,,,,,,,1.5,2004.0,2.05,,6.7,,24.0,
2004-09-15,,9.0,,,,,2.6,,,,,,,1.8,2004.0,2.34,,6.7,,24.3,
2004-09-16,,9.0,,,,,2.6,,,,,,,1.5,2004.0,2.37,,6.7,,24.5,
2004-09-17,,9.0,,,,,2.6,,,,,,,,2004.0,1.96,,6.8,,24.1,
2004-09-18,,9.0,,,,,2.6,,,,,,,,2004.0,1.71,,6.7,,22.4,
2004-09-19,,9.0,,,,,2.6,,,,,,,2.5,2004.0,2.39,,6.8,,22.7,
2004-09-20,,9.0,0.2,,19.0,,2.6,,,,,,,2.6,2004.0,2.43,,6.8,,22.8,
2004-09-21,,9.0,,,,,2.6,,,,,,,2.8,2004.0,2.39,,6.8,,23.0,
2004-09-22,,9.0,,,,,2.6,,,,,,,1.1,2004.0,2.52,,6.8,,22.7,
2004-09-23,,9.0,,,,,2.6,,,,,,,2.3,2004.0,2.27,,6.8,,24.3,
2004-09-24,,9.0,,,,,2.6,,,,,,,,2004.0,2.5,,6.7,,23.8,
2004-09-25,,9.0,,,,,2.6,,,,,,,,2004.0,2.54,,7.1,,19.4,
2004-09-26,,9.0,,,,,2.6,,,,,,,6.2,2004.0,2.51,,6.8,,20.5,
2004-09-27,,9.0,0.25,,21.0,,2.6,,,,,,,2.9,2004.0,2.43,,6.6,,22.9,
2004-09-28,,9.0,,,,,2.6,,,,,,,3.6,2004.0,2.5,,6.7,,23.0,
2004-09-29,,9.0,,,,,2.6,,,,,,,3.6,2004.0,2.49,,6.7,,21.5,
2004-09-30,,9.0,,,,,2.6,,,,,,,4.3,2004.0,2.45,,6.8,,22.8,
2004-10-01,,10.0,,,,,2.6,,,,,,,,2004.0,2.35,,6.9,,21.7,
2004-10-02,,10.0,,,,,2.6,,,,,,,,2004.0,2.5,,7.0,,21.9,
2004-10-03,,10.0,,,,,2.6,,,,,,,6.0,2004.0,2.46,,6.9,,19.1,
2004-10-04,,10.0,0.2,,17.0,,2.6,,,,,,,2.6,2004.0,2.47,0.4,6.9,,22.3,
2004-10-05,,10.0,,,,,2.6,,,,,,,2.0,2004.0,2.41,,6.9,,22.4,
2004-10-06,,10.0,,,,,2.6,,,,,,,2.7,2004.0,2.44,,6.9,,22.1,
2004-10-07,,10.0,,,,,2.6,,,,,,,2.7,2004.0,2.39,,6.9,,22.6,
2004-10-08,,10.0,,,,,2.6,,,,,,,,2004.0,2.73,,6.9,,22.8,
2004-10-09,,10.0,,,,,2.6,,,,,,,,2004.0,2.43,,6.8,,23.0,
2004-10-10,,10.0,,,,,2.6,,,,,,,2.1,2004.0,2.46,,6.9,,23.3,
2004-10-11,,10.0,,,,,2.6,,,,,,,,2004.0,2.7,,6.8,,23.4,
2004-10-12,,10.0,0.2,,20.0,,2.6,,,,,,,3.7,2004.0,2.41,,6.9,,21.6,
2004-10-13,,10.0,,,,,2.6,,,,,,,2.7,2004.0,2.42,,6.9,,22.4,
2004-10-14,,10.0,,,,,2.6,,,,,,,1.3,2004.0,2.64,,6.9,,22.1,
2004-10-15,,10.0,,,,,2.6,,,,,,,4.1,2004.0,2.63,,6.9,,21.4,
2004-10-16,,10.0,,,,,2.6,,,,,,,,2004.0,2.79,,6.8,,23.2,
2004-10-17,,10.0,,,,,2.6,,,,,,,4.1,2004.0,3.19,,7.0,,22.0,
2004-10-18,,10.0,0.56,,13.0,,2.6,,,,,,,4.1,2004.0,2.83,,6.8,,21.8,
2004-10-19,,10.0,,,,,2.6,,,,,,,5.6,2004.0,3.0,,6.8,,20.7,
2004-10-20,,10.0,,,,,2.6,,,,,,,1.6,2004.0,4.77,,6.7,,21.2,
2004-10-21,,10.0,,,,,2.6,,,,,,,4.3,2004.0,4.52,,6.8,,20.6,
2004-10-22,,10.0,,,,,2.6,,,,,,,,2004.0,1.19,,6.7,,20.9,
2004-10-23,,10.0,,,,,2.6,,,,,,,,2004.0,1.88,,6.9,,21.8,
2004-10-24,,10.0,,,,,2.6,,,,,,,2.8,2004.0,3.39,,7.0,,20.5,
2004-10-25,,10.0,0.2,,11.0,,2.6,,,,,,,2.8,2004.0,3.83,,7.1,,20.9,
2004-10-26,,10.0,,,,,2.6,,,,,,,3.0,2004.0,4.22,,6.8,,21.5,
2004-10-27,,10.0,,,,,2.6,,,,,,,2.0,2004.0,3.59,,6.9,,20.6,
2004-10-28,,10.0,,,,,2.6,,,,,,,3.2,2004.0,3.11,,6.8,,20.1,
2004-10-29,,10.0,,,,,2.6,,,,,,,,2004.0,5.2,,7.0,,20.1,
2004-10-30,,10.0,,,,,2.6,,,,,,,,2004.0,4.97,,6.9,,21.7,
2004-10-31,,10.0,,,,,2.6,,,,,,,3.6,2004.0,2.75,,6.7,,21.3,
2004-11-01,,11.0,0.32,,14.0,,2.6,,,,,,,3.2,2004.0,4.3,0.4,6.8,,20.6,
2004-11-02,,11.0,,,,,2.6,,,,,,,2.6,2004.0,4.36,,6.9,,19.7,
2004-11-03,,11.0,,,,,2.6,,,,,,,2.6,2004.0,3.71,,6.9,,19.0,
2004-11-04,,11.0,,,,,2.6,,,,,,,3.2,2004.0,2.63,,7.0,,19.2,
2004-11-05,,11.0,,,,,2.6,,,,,,,,2004.0,2.56,,6.9,,18.9,
2004-11-06,,11.0,,,,,2.6,,,,,,,,2004.0,2.62,,7.1,,18.9,
2004-11-07,,11.0,,,,,2.6,,,,,,,2.5,2004.0,2.59,,7.0,,19.9,
2004-11-08,,11.0,0.28,,17.0,,2.6,,,,,,,2.2,2004.0,2.54,,7.0,,19.3,
2004-11-09,,11.0,,,,,2.6,,,,,,,2.1,2004.0,2.61,,7.0,,20.4,
2004-11-10,,11.0,,,,,2.6,,,,,,,1.7,2004.0,3.41,,6.9,,20.2,
2004-11-11,,11.0,,,,,2.6,,,,,,,2.2,2004.0,3.98,,6.9,,19.9,
