SAMPLENUM,SITE,LOCATOR,CDATE,Month,Year,TIME,SAMTYPE,PARM_STORED,QUAL,NUMVALUE,UNITS,MDLVALUE,METHODREF,COMMENTS
L12348-2,WWTP EFFLUENT,EFF EPS,3/6/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,24.1,mg/L,0.3,EPA 350.2,Split from L12347-2
L12323-3,WWTP EFFLUENT,EFF LAB,3/6/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,23.2,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-7,WWTP EFFLUENT,EFF LAB,3/7/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,22.1,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-5,WWTP EFFLUENT,EFF LAB,3/7/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,24.8,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12394-2,WWTP EFFLUENT,EFF DECHLOR,3/7/1995,3,1995,9:00:00 AM,GRAB,AMMONIA AS N,,23.1,mg/L,0.3,EPA 350.2,
L12396-2,WWTP EFFLUENT,EFF EPS,3/7/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,23,mg/L,0.3,EPA 350.2,Split from L12397-3
L12323-6,WWTP EFFLUENT,EFF LAB,3/7/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,22.8,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-10,WWTP EFFLUENT,EFF LAB,3/8/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,22.7,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-8,WWTP EFFLUENT,EFF LAB,3/8/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,22.4,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-9,WWTP EFFLUENT,EFF LAB,3/8/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,22.5,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-13,WWTP EFFLUENT,EFF LAB,3/9/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,12.9,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-11,WWTP EFFLUENT,EFF LAB,3/9/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,20.6,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12323-12,WWTP EFFLUENT,EFF LAB,3/9/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,16.2,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12547-2,WWTP EFFLUENT,EFF EPS,3/13/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,15.1,mg/L,0.3,EPA 350.2,Split from L12043-2
L12663-2,WWTP EFFLUENT,EFF EPS,3/15/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,11.8,mg/L,0.3,EPA 350.2,Split from L12664-5
L12760-4,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,24.2,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-7,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,13.2,mg/L,0.3,EPA 350.2,
L12760-2,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,23.4,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-5,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,14.3,mg/L,0.3,EPA 350.2,
L12793-2,WWTP EFFLUENT,EFF EPS,3/20/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,19,mg/L,0.3,EPA 350.2,Split from L12794-5
L12760-3,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,23.2,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-6,WWTP EFFLUENT,EFF LAB,3/20/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,14.4,mg/L,0.3,EPA 350.2,
L12760-10,WWTP EFFLUENT,EFF LAB,3/22/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,12.3,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-8,WWTP EFFLUENT,EFF LAB,3/22/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,13.9,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12924-5,WWTP EFFLUENT,EFF EPS,3/22/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,6.7,mg/L,0.3,EPA 350.2,
L12760-9,WWTP EFFLUENT,EFF LAB,3/22/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,13.3,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-13,WWTP EFFLUENT,EFF LAB,3/23/1995,3,1995,4:00:00 AM,GRAB,AMMONIA AS N,,6.2,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-11,WWTP EFFLUENT,EFF LAB,3/23/1995,3,1995,8:00:00 AM,GRAB,AMMONIA AS N,,7,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L12760-12,WWTP EFFLUENT,EFF LAB,3/23/1995,3,1995,12:00:00 PM,GRAB,AMMONIA AS N,,7.4,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L13053-2,WWTP EFFLUENT,EFF EPS,3/27/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,22.1,mg/L,0.3,EPA 350.2,Split from L13054-5
L13132-2,WWTP EFFLUENT,EFF EPS,3/29/1995,3,1995,12:00:00 PM,CF01,AMMONIA AS N,,17.6,mg/L,0.3,EPA 350.2,Split from L13133-5
L13381-2,WWTP EFFLUENT,EFF EPS,4/3/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,27.7,mg/L,0.3,EPA 350.2,Split from L13382-5
L13478-2,WWTP EFFLUENT,EFF EPS,4/5/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,24.6,mg/L,0.3,EPA 350.2,Split from L13479-5
L13650-4,WWTP EFFLUENT,EFF LAB,4/10/1995,4,1995,4:00:00 AM,GRAB,AMMONIA AS N,,25.1,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L13650-2,WWTP EFFLUENT,EFF LAB,4/10/1995,4,1995,9:30:00 AM,GRAB,AMMONIA AS N,,25.2,mg/L,0.3,EPA 350.2,
L13677-2,WWTP EFFLUENT,EFF EPS,4/10/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,28.1,mg/L,0.3,EPA 350.2,Split from L13678-5; rec'd 2  FEC sa jugs
L13650-3,WWTP EFFLUENT,EFF LAB,4/10/1995,4,1995,12:00:00 PM,GRAB,AMMONIA AS N,,24.1,mg/L,0.3,EPA 350.2,::Changed receivedate=collectdate + 1 hr.
L13650-7,WWTP EFFLUENT,EFF LAB,4/11/1995,4,1995,4:00:00 AM,GRAB,AMMONIA AS N,,27.6,mg/L,0.3,EPA 350.2,1600 NH3for fbio
L13650-5,WWTP EFFLUENT,EFF LAB,4/11/1995,4,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.2,mg/L,0.3,EPA 350.2,0800 NH3for fbio
L13650-6,WWTP EFFLUENT,EFF LAB,4/11/1995,4,1995,12:00:00 PM,GRAB,AMMONIA AS N,,27.7,mg/L,0.3,EPA 350.2,1200 NH3for fbio
L13650-10,WWTP EFFLUENT,EFF LAB,4/12/1995,4,1995,4:00:00 AM,GRAB,AMMONIA AS N,,28.8,mg/L,0.3,EPA 350.2,1600 NH3for fbio
L13650-8,WWTP EFFLUENT,EFF LAB,4/12/1995,4,1995,8:00:00 AM,GRAB,AMMONIA AS N,,29,mg/L,0.3,EPA 350.2,0800 NH3for fbio
L13864-2,WWTP EFFLUENT,EFF EPS,4/12/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,27.4,mg/L,0.3,EPA 350.2,Split from L13862-5
L13650-9,WWTP EFFLUENT,EFF LAB,4/12/1995,4,1995,12:00:00 PM,GRAB,AMMONIA AS N,,28.6,mg/L,0.3,EPA 350.2,1200 NH3for fbio
L14015-4,WWTP EFFLUENT,EFF LAB,4/17/1995,4,1995,4:00:00 AM,GRAB,AMMONIA AS N,,28.4,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-2,WWTP EFFLUENT,EFF LAB,4/17/1995,4,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.7,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14070-2,WWTP EFFLUENT,EFF EPS,4/17/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,29,mg/L,0.3,EPA 350.2,Split from L14071-5 (rec'd 2 jugs FEC)
L14015-3,WWTP EFFLUENT,EFF LAB,4/17/1995,4,1995,12:00:00 PM,GRAB,AMMONIA AS N,,27.2,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-7,WWTP EFFLUENT,EFF LAB,4/18/1995,4,1995,4:00:00 AM,GRAB,AMMONIA AS N,,28.6,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-5,WWTP EFFLUENT,EFF LAB,4/18/1995,4,1995,8:00:00 AM,GRAB,AMMONIA AS N,,29.1,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-6,WWTP EFFLUENT,EFF LAB,4/18/1995,4,1995,12:00:00 PM,GRAB,AMMONIA AS N,,28.1,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-10,WWTP EFFLUENT,EFF LAB,4/19/1995,4,1995,4:15:00 AM,GRAB,AMMONIA AS N,,27.4,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-8,WWTP EFFLUENT,EFF LAB,4/19/1995,4,1995,8:15:00 AM,GRAB,AMMONIA AS N,,29.3,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14143-2,WWTP EFFLUENT,EFF EPS,4/19/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,27.9,mg/L,0.3,EPA 350.2,Split from L14144-5
L14015-9,WWTP EFFLUENT,EFF LAB,4/19/1995,4,1995,12:15:00 PM,GRAB,AMMONIA AS N,,28.4,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-13,WWTP EFFLUENT,EFF LAB,4/20/1995,4,1995,4:15:00 AM,GRAB,AMMONIA AS N,,23.9,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-11,WWTP EFFLUENT,EFF LAB,4/20/1995,4,1995,8:15:00 AM,GRAB,AMMONIA AS N,,27.9,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14015-12,WWTP EFFLUENT,EFF LAB,4/20/1995,4,1995,12:15:00 PM,GRAB,AMMONIA AS N,,26.7,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14406-2,WWTP EFFLUENT,EFF EPS,4/24/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,27.6,mg/L,0.3,EPA 350.2,Split from L14407-5
L14461-2,WWTP EFFLUENT,EFF DECHLOR,4/26/1995,4,1995,8:20:00 AM,CT15,AMMONIA AS N,,24.8,mg/L,0.3,EPA 350.2,amm for biofer::Changed receivedate=collectdate + 1 hr.
L14496-2,WWTP EFFLUENT,EFF EPS,4/26/1995,4,1995,12:00:00 PM,CF01,AMMONIA AS N,,26.9,mg/L,0.3,EPA 350.2,Split from L11497-5
L14626-3,WWTP EFFLUENT,EFF LAB,5/1/1995,5,1995,2:15:00 AM,GRAB,AMMONIA AS N,,15.8,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-4,WWTP EFFLUENT,EFF LAB,5/1/1995,5,1995,4:15:00 AM,GRAB,AMMONIA AS N,,15,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-2,WWTP EFFLUENT,EFF LAB,5/1/1995,5,1995,11:15:00 AM,GRAB,AMMONIA AS N,,17.5,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-5,WWTP EFFLUENT,EFF LAB,5/2/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,18.2,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14712-2,WWTP EFFLUENT,EFF EPS,5/2/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,17.5,mg/L,0.3,EPA 350.2,Split from L14713-5
L14626-6,WWTP EFFLUENT,EFF LAB,5/2/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,20.6,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-10,WWTP EFFLUENT,EFF LAB,5/3/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,20.6,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-8,WWTP EFFLUENT,EFF LAB,5/3/1995,5,1995,8:30:00 AM,GRAB,AMMONIA AS N,,21.7,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-9,WWTP EFFLUENT,EFF LAB,5/3/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,20.4,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-13,WWTP EFFLUENT,EFF LAB,5/4/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,26.6,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-11,WWTP EFFLUENT,EFF LAB,5/4/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,25.2,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14626-12,WWTP EFFLUENT,EFF LAB,5/4/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,25.2,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L14853-2,WWTP EFFLUENT,EFF DECHLOR,5/8/1995,5,1995,9:00:00 AM,GRAB,AMMONIA AS N,,28.7,mg/L,0.3,EPA 350.2,
L14948-2,WWTP EFFLUENT,EFF EPS,5/8/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,30.7,mg/L,0.3,EPA 350.2,Split from L14949-5
L15059-2,WWTP EFFLUENT,EFF EPS,5/10/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,28.3,mg/L,0.3,EPA 350.2,Split from L15060-5
L15184-4,WWTP EFFLUENT,EFF LAB,5/15/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,24.5,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-2,WWTP EFFLUENT,EFF LAB,5/15/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,23.9,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15226-2,WWTP EFFLUENT,EFF EPS,5/15/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,27.9,mg/L,0.3,EPA 350.2,Split from L15227-5
L15184-3,WWTP EFFLUENT,EFF LAB,5/15/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,24.2,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-7,WWTP EFFLUENT,EFF LAB,5/16/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,23.4,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-5,WWTP EFFLUENT,EFF LAB,5/16/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.6,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15277-2,WWTP EFFLUENT,EFF EPS,5/16/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,25.5,mg/L,0.3,EPA 350.2,Split from L15278-5
L15184-6,WWTP EFFLUENT,EFF LAB,5/16/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,25.3,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-10,WWTP EFFLUENT,EFF LAB,5/17/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,29.7,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-8,WWTP EFFLUENT,EFF LAB,5/17/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.9,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15325-2,WWTP EFFLUENT,EFF EPS,5/17/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,29.4,mg/L,0.3,EPA 350.2,Split from L15326-5
L15184-9,WWTP EFFLUENT,EFF LAB,5/17/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,28.7,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-13,WWTP EFFLUENT,EFF LAB,5/18/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,30,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-11,WWTP EFFLUENT,EFF LAB,5/18/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,31.5,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15184-12,WWTP EFFLUENT,EFF LAB,5/18/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,30.9,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15465-3,WWTP EFFLUENT,EFF LAB,5/22/1995,5,1995,3:30:00 AM,GRAB,AMMONIA AS N,,30.8,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15465-1,WWTP EFFLUENT,EFF LAB,5/22/1995,5,1995,9:30:00 AM,GRAB,AMMONIA AS N,,28.8,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15492-2,WWTP EFFLUENT,EFF EPS,5/22/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,23,mg/L,0.3,EPA 350.2,Split from L15493-5
L15465-2,WWTP EFFLUENT,EFF LAB,5/22/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,29.5,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15459-2,WWTP EFFLUENT,EFF LAB,5/23/1995,5,1995,7:30:00 AM,GRAB,AMMONIA AS N,,31,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15459-3,WWTP EFFLUENT,EFF LAB,5/23/1995,5,1995,7:30:00 AM,GRAB,AMMONIA AS N,,29,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15459-4,WWTP EFFLUENT,EFF LAB,5/23/1995,5,1995,7:30:00 AM,GRAB,AMMONIA AS N,,28.6,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15459-7,WWTP EFFLUENT,EFF LAB,5/24/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,26.9,mg/L,0.3,EPA 350.2,1600 bioassay NH3::Changed receivedate=collectdate + 1 hr.
L15459-5,WWTP EFFLUENT,EFF LAB,5/24/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.4,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15596-2,WWTP EFFLUENT,EFF EPS,5/24/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,26.9,mg/L,0.3,EPA 350.2,Split from L15594-5
L15459-6,WWTP EFFLUENT,EFF LAB,5/24/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,26.3,mg/L,0.3,EPA 350.2,1200 bioassay NH3::Changed receivedate=collectdate + 1 hr.
L15459-9,WWTP EFFLUENT,EFF LAB,5/25/1995,5,1995,1:00:00 AM,GRAB,AMMONIA AS N,,26.7,mg/L,0.3,EPA 350.2,1200 bioassay NH3::Changed receivedate=collectdate + 1 hr.
L15459-10,WWTP EFFLUENT,EFF LAB,5/25/1995,5,1995,3:30:00 AM,GRAB,AMMONIA AS N,,26.9,mg/L,0.3,EPA 350.2,1600 bioassay NH3::Changed receivedate=collectdate + 1 hr.
L15459-8,WWTP EFFLUENT,EFF LAB,5/25/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.3,mg/L,0.3,EPA 350.2,0800 bioassay NH3::Changed receivedate=collectdate + 1 hr.
L15747-2,WWTP EFFLUENT,EFF EPS,5/29/1995,5,1995,12:00:00 PM,CF01,AMMONIA AS N,,31.6,mg/L,0.3,EPA 350.2,Split from L15748-5
L15764-4,WWTP EFFLUENT,EFF LAB,5/30/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,29,mg/L,0.3,EPA 350.2,1600 nh3::Changed receivedate=collectdate + 1 hr.
L15764-2,WWTP EFFLUENT,EFF LAB,5/30/1995,5,1995,11:30:00 AM,GRAB,AMMONIA AS N,,27.3,mg/L,0.3,EPA 350.2,0800 nh3::Changed receivedate=collectdate + 1 hr.
L15764-3,WWTP EFFLUENT,EFF LAB,5/30/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,28.4,mg/L,0.3,EPA 350.2,1200 nh3::Changed receivedate=collectdate + 1 hr.
L15764-7,WWTP EFFLUENT,EFF LAB,5/31/1995,5,1995,4:00:00 AM,GRAB,AMMONIA AS N,,31.2,mg/L,0.3,EPA 350.2,1600 nh3::Changed receivedate=collectdate + 1 hr.
L15764-5,WWTP EFFLUENT,EFF LAB,5/31/1995,5,1995,8:00:00 AM,GRAB,AMMONIA AS N,,30.4,mg/L,0.3,EPA 350.2,0800 nh3::Changed receivedate=collectdate + 1 hr.
L15764-6,WWTP EFFLUENT,EFF LAB,5/31/1995,5,1995,12:00:00 PM,GRAB,AMMONIA AS N,,30.1,mg/L,0.3,EPA 350.2,1200 nh3::Changed receivedate=collectdate + 1 hr.
L15764-10,WWTP EFFLUENT,EFF LAB,6/1/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,25.5,mg/L,0.3,EPA 350.2,1600 nh3::Changed receivedate=collectdate + 1 hr.
L15764-8,WWTP EFFLUENT,EFF LAB,6/1/1995,6,1995,8:00:00 AM,GRAB,AMMONIA AS N,,26.6,mg/L,0.3,EPA 350.2,0800 nh3::Changed receivedate=collectdate + 1 hr.
L15902-2,WWTP EFFLUENT,EFF EPS,6/1/1995,6,1995,12:00:00 PM,CF01,AMMONIA AS N,,27,mg/L,0.3,EPA 350.2,Split from L15903-5
L15764-9,WWTP EFFLUENT,EFF LAB,6/1/1995,6,1995,12:00:00 PM,GRAB,AMMONIA AS N,,25.5,mg/L,0.3,EPA 350.2,1200 nh3::Changed receivedate=collectdate + 1 hr.
L15764-13,WWTP EFFLUENT,EFF LAB,6/2/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,28.1,mg/L,0.3,EPA 350.2,1600 nh3::Changed receivedate=collectdate + 1 hr.
L15764-11,WWTP EFFLUENT,EFF LAB,6/2/1995,6,1995,8:00:00 AM,GRAB,AMMONIA AS N,,26.6,mg/L,0.3,EPA 350.2,0800 nh3::Changed receivedate=collectdate + 1 hr.
L15764-12,WWTP EFFLUENT,EFF LAB,6/2/1995,6,1995,12:00:00 PM,GRAB,AMMONIA AS N,,26.9,mg/L,0.3,EPA 350.2,1200 nh3::Changed receivedate=collectdate + 1 hr.
L15954-4,WWTP EFFLUENT,EFF LAB,6/5/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,28.3,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-2,WWTP EFFLUENT,EFF LAB,6/5/1995,6,1995,8:00:00 AM,GRAB,AMMONIA AS N,,27.4,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L16040-2,WWTP EFFLUENT,EFF EPS,6/5/1995,6,1995,12:00:00 PM,CF01,AMMONIA AS N,,29.1,mg/L,0.3,EPA 350.2,"Split from L16041-5; sample appears to have been labelled as inf ips for metals bottle, label switched by jcl/saa on 6-7-95"
L15954-3,WWTP EFFLUENT,EFF LAB,6/5/1995,6,1995,12:00:00 PM,GRAB,AMMONIA AS N,,27.7,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-7,WWTP EFFLUENT,EFF LAB,6/6/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,27.7,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-5,WWTP EFFLUENT,EFF LAB,6/6/1995,6,1995,8:30:00 AM,GRAB,AMMONIA AS N,,29.8,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-6,WWTP EFFLUENT,EFF LAB,6/6/1995,6,1995,12:00:00 PM,GRAB,AMMONIA AS N,,29.1,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-10,WWTP EFFLUENT,EFF LAB,6/7/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,29.3,mg/L,0.3,EPA 350.2,1600 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-8,WWTP EFFLUENT,EFF LAB,6/7/1995,6,1995,8:00:00 AM,GRAB,AMMONIA AS N,,29.4,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L16118-2,WWTP EFFLUENT,EFF EPS,6/7/1995,6,1995,12:00:00 PM,CF01,AMMONIA AS N,,29.5,mg/L,0.3,EPA 350.2,Split from L16119-5
L15954-9,WWTP EFFLUENT,EFF LAB,6/7/1995,6,1995,12:00:00 PM,GRAB,AMMONIA AS N,,28.8,mg/L,0.3,EPA 350.2,1200 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-13,WWTP EFFLUENT,EFF LAB,6/8/1995,6,1995,4:00:00 AM,GRAB,AMMONIA AS N,,25.6,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
L15954-11,WWTP EFFLUENT,EFF LAB,6/8/1995,6,1995,8:00:00 AM,GRAB,AMMONIA AS N,,28.4,mg/L,0.3,EPA 350.2,0800 NH3for fbio::Changed receivedate=collectdate + 1 hr.
