,Date,flow mgd,NH3 mg/L N,NO3 mg/L N,NO2 mg/L N,TP mg/L P,TKN mg/L N
2785,2001-05-17,27.03,10.8,,,,
2786,2001-05-18,33.43,10.8,,,,
2787,2001-05-19,36.83,10.9,,,,
2788,2001-05-20,36.02,12.4,,,,
2789,2001-05-21,28.66,12.2,,,,
2790,2001-05-22,28.14,11.6,2.7,0.7,,
2791,2001-05-23,27.1,12.1,,,,
2792,2001-05-24,27.46,10.8,,,,
2793,2001-05-25,15.84,10.0,,,,
2794,2001-05-26,,,,,,
2795,2001-05-27,,,,,,
2796,2001-05-28,,,,,,
2797,2001-05-29,25.69,7.0,7.5,0.32,,
2798,2001-05-30,30.4,4.0,,,,
2799,2001-05-31,30.42,5.2,,,,
2800,2001-06-01,30.2,6.4,,,,
2801,2001-06-02,30.16,6.2,,,,
2802,2001-06-03,30.16,5.8,,,,
2803,2001-06-04,12.45,5.0,,,,
2804,2001-06-05,,,,,,
2805,2001-06-06,23.99,3.3,,,,
2806,2001-06-07,29.78,1.5,,,,
2807,2001-06-08,29.51,3.6,,,,
2808,2001-06-09,29.47,3.3,,,,
2809,2001-06-10,29.32,4.8,,,,
2810,2001-06-11,28.88,5.0,,,,
2811,2001-06-12,29.01,2.9,10.0,1.09,,
2812,2001-06-13,28.86,2.0,,,,
2813,2001-06-14,28.56,2.5,,,,
2814,2001-06-15,29.11,3.9,,,,
2815,2001-06-16,29.27,4.8,,,,
2816,2001-06-17,12.64,6.0,,,,
2817,2001-06-18,23.37,5.8,,,,
2818,2001-06-19,28.63,7.2,6.3,0.56,,
2819,2001-06-20,21.44,7.5,,,,
2820,2001-06-21,21.41,8.7,,,,
2821,2001-06-22,28.6,9.4,,,,
2822,2001-06-23,29.22,,,,,
2823,2001-06-24,29.01,12.4,,,,
2824,2001-06-25,29.08,12.8,,,,
2825,2001-06-26,27.99,13.2,1.3,0.48,,
2826,2001-06-27,21.13,13.8,,,,
2827,2001-06-28,29.66,12.8,,,,
2828,2001-06-29,29.1,14.9,,,,
2829,2001-06-30,29.04,14.8,,,,
2830,2001-07-01,28.69,14.6,,,,
2831,2001-07-02,28.2,15.1,,,,
2832,2001-07-03,16.47,16.2,,,,
2833,2001-07-04,,,,,,
2834,2001-07-05,,,,,,
2835,2001-07-06,,,,,,
2836,2001-07-07,,,,,,
2837,2001-07-08,,,,,,
2838,2001-07-09,,,,,,
2839,2001-07-10,8.17,11.6,,,,
2840,2001-07-11,29.56,10.8,1.3,1.13,,
2841,2001-07-12,29.57,9.7,,,,
2842,2001-07-13,24.63,9.9,,,,
2843,2001-07-14,30.51,10.2,,,,
2844,2001-07-15,30.67,9.2,,,,
2845,2001-07-16,30.63,9.2,,,,
2846,2001-07-17,30.18,9.3,2.6,0.23,,
2847,2001-07-18,23.97,9.1,,,,
2848,2001-07-19,22.59,9.2,,,,
2849,2001-07-20,22.59,9.3,,,,
2850,2001-07-21,29.82,10.0,,,,
2851,2001-07-22,30.41,10.2,,,,
2852,2001-07-23,29.81,10.0,,,,
2853,2001-07-24,29.83,10.2,1.3,0.36,,
2854,2001-07-25,29.5,11.2,,,,
2855,2001-07-26,28.47,11.4,,,,
2856,2001-07-27,29.08,10.8,,,,
2857,2001-07-28,29.34,10.7,,,,
2858,2001-07-29,25.94,11.2,,,,
2859,2001-07-30,,,,,,
2860,2001-07-31,,,,,,
2861,2001-08-01,25.84,13.2,,,,
2862,2001-08-02,30.88,13.1,,,,
2863,2001-08-03,30.73,13.5,,,,
2864,2001-08-04,31.04,12.8,,,,
2865,2001-08-05,33.9,11.7,2.4,0.25,,
2866,2001-08-06,,,,,,
2867,2001-08-07,16.49,12.4,,,,
2868,2001-08-08,36.03,12.1,,,,
2869,2001-08-09,,,,,,
2870,2001-08-10,10.41,12.0,,,,
2871,2001-08-11,38.5,12.1,,,,
2872,2001-08-12,40.37,11.7,,,,
2873,2001-08-13,37.54,12.2,,,,
2874,2001-08-14,38.09,11.3,0.3,0.28,,
2875,2001-08-15,37.88,12.4,,,,
2876,2001-08-16,33.18,12.2,,,,
2877,2001-08-17,38.1,13.2,,,,
2878,2001-08-18,41.8,12.7,,,,
2879,2001-08-19,40.14,12.7,,,,
2880,2001-08-20,38.4,12.4,,,,
2881,2001-08-21,38.57,11.7,0.2,0.29,,
2882,2001-08-22,38.65,12.0,,,,
2883,2001-08-23,38.36,11.6,,,,
2884,2001-08-24,33.4,11.3,,,,
2885,2001-08-25,25.08,11.2,,,,
2886,2001-08-26,,,,,,
2887,2001-08-27,26.0,11.3,,,,
2888,2001-08-28,37.82,12.4,0.1,0.39,,
2889,2001-08-29,33.96,11.3,,,,
2890,2001-08-30,32.27,10.7,,,,
2891,2001-08-31,37.18,10.3,,,,
2892,2001-09-01,16.2,10.2,,,,
2893,2001-09-02,,,,,,
2894,2001-09-03,,,,,,
2895,2001-09-04,,,,,,
2896,2001-09-05,,,,,,
2897,2001-09-06,5.68,8.0,,,,
2898,2001-09-07,29.45,8.3,,,,
2899,2001-09-08,31.79,7.9,,,,
2900,2001-09-09,31.05,7.5,,,,
2901,2001-09-10,30.58,7.4,,,,
2902,2001-09-11,30.94,7.1,2.2,0.29,,
2903,2001-09-12,30.21,7.4,,,,
2904,2001-09-13,38.42,6.7,,,,
2905,2001-09-14,38.13,7.3,,,,
2906,2001-09-15,38.37,7.7,,,,
2907,2001-09-16,37.62,8.9,,,,
2908,2001-09-17,37.47,8.8,,,,
2909,2001-09-18,37.34,9.5,0.6,0.15,,
2910,2001-09-19,31.33,9.6,,,,
2911,2001-09-20,25.62,9.2,,,,
2912,2001-09-21,22.95,10.3,,,,
2913,2001-09-22,23.43,9.8,,,,
2914,2001-09-23,23.29,10.3,,,,
2915,2001-09-24,29.33,10.5,,,,
2916,2001-09-25,30.76,10.3,0.7,0.46,,
2917,2001-09-26,30.79,10.8,,,,
2918,2001-09-27,30.78,12.5,,,,
2919,2001-09-28,30.81,12.8,,,,
2920,2001-09-29,30.63,12.8,,,,
2921,2001-09-30,29.34,13.4,,,,
2922,2001-10-01,28.57,13.2,,,,
2923,2001-10-02,29.15,14.6,0.2,0.33,,
2924,2001-10-03,30.08,14.3,,,,
2925,2001-10-04,30.9,16.9,,,,
2926,2001-10-05,31.84,17.9,,,,
2927,2001-10-06,24.49,18.9,,,,
2928,2001-10-07,22.25,17.2,,,,
2929,2001-10-08,21.98,16.9,,,,
2930,2001-10-09,21.8,18.4,,,,
2931,2001-10-10,30.56,17.2,,,,
2932,2001-10-11,30.42,19.0,,,,
2933,2001-10-12,34.15,19.6,,,,
2934,2001-10-13,38.18,19.6,,,,
2935,2001-10-14,38.15,20.1,,,,
2936,2001-10-15,37.52,20.6,,,,
2937,2001-10-16,21.85,18.8,0.5,0.12,,
2938,2001-10-17,,,,,,
2939,2001-10-18,,,,,,
2940,2001-10-19,,,,,,
2941,2001-10-20,,,,,,
2942,2001-10-21,,,,,,
2943,2001-10-22,24.43,22.2,,,,
2944,2001-10-23,31.37,19.4,0.2,0.04,,
2945,2001-10-24,28.82,19.6,,,,
2946,2001-10-25,30.16,21.4,,,,
2947,2001-10-26,31.08,21.9,,,,
2948,2001-10-27,30.71,21.6,,,,
2949,2001-10-28,30.06,22.3,,,,
2950,2001-10-29,29.65,21.0,,,,
2951,2001-10-30,19.5,21.5,,,,
2952,2001-10-31,17.9,21.4,,,,
2953,2001-11-01,27.82,20.3,,,,
2954,2001-11-02,35.69,25.0,,,,
2955,2001-11-03,36.52,23.6,,,,
2956,2001-11-04,32.2,22.9,,,,
2957,2001-11-05,36.03,23.2,,,,
2958,2001-11-06,30.05,19.6,0.9,0.99,,
2959,2001-11-07,28.89,18.6,,,,
2960,2001-11-08,28.61,19.2,,,,
2961,2001-11-09,29.1,19.3,,,,
2962,2001-11-10,28.58,19.0,,,,
2963,2001-11-11,27.47,18.2,,,,
2964,2001-11-12,19.28,17.1,,,,
2965,2001-11-13,30.48,14.2,3.3,1.64,,
2966,2001-11-14,30.04,13.6,,,,
2967,2001-11-15,30.15,14.6,,,,
2968,2001-11-16,34.7,15.0,,,,
2969,2001-11-17,32.34,13.1,,,,
2970,2001-11-18,23.87,13.1,,,,
2971,2001-11-19,31.01,12.7,,,,
2972,2001-11-20,30.1,13.9,,,,
2973,2001-11-21,17.86,13.4,,,,
2974,2001-11-22,,,,,,
2975,2001-11-23,,,,,,
2976,2001-11-24,22.07,12.1,,,,
2977,2001-11-25,31.99,11.4,,,,
2978,2001-11-26,31.74,11.3,,,,
2979,2001-11-27,31.4,10.2,6.2,0.05,,
2980,2001-11-28,30.54,12.4,,,,
2981,2001-11-29,35.91,12.3,,,,
2982,2001-11-30,38.23,11.6,,,,
2983,2001-12-01,38.47,,,,,
2984,2001-12-02,38.92,12.3,,,,
2985,2001-12-03,40.56,,,,,
2986,2001-12-04,34.7,12.1,7.4,0.15,,
2987,2001-12-05,28.4,,,,,
2988,2001-12-06,30.17,13.2,,,,
2989,2001-12-07,36.76,,,,,
2990,2001-12-08,42.84,,,,,
2991,2001-12-09,42.72,12.7,,,,
2992,2001-12-10,42.51,,,,,
2993,2001-12-11,42.32,12.3,7.3,0.17,,
2994,2001-12-12,42.6,,,,,
2995,2001-12-13,36.36,13.8,,,,
2996,2001-12-14,32.79,,,,,
2997,2001-12-15,32.77,,,,,
2998,2001-12-16,32.84,11.6,,,,
2999,2001-12-17,32.98,,,,,
3000,2001-12-18,32.81,10.3,7.9,0.21,,
3001,2001-12-19,32.87,,,,,
3002,2001-12-20,30.84,10.0,,,,
3003,2001-12-21,28.6,,,,,
3004,2001-12-22,18.08,,,,,
3005,2001-12-23,,,,,,
3006,2001-12-24,,,,,,
3007,2001-12-25,,,,,,
3008,2001-12-26,,,,,,
3009,2001-12-27,19.34,,,,,
3010,2001-12-28,39.42,9.2,,,,
3011,2001-12-29,38.15,,,,,
3012,2001-12-30,17.36,8.6,,,,
3013,2001-12-31,,,,,,
3014,2002-01-01,1.69,,,,,
3015,2002-01-02,34.33,,,,,
3016,2002-01-03,39.24,8.4,,,,
3017,2002-01-04,40.04,,,,,
3018,2002-01-05,40.35,,,,,
3019,2002-01-06,39.68,8.9,,,,
3020,2002-01-07,40.35,,,,,
3021,2002-01-08,38.89,8.7,7.3,0.68,,
3022,2002-01-09,45.04,,,,,
3023,2002-01-10,44.53,9.3,,,,
3024,2002-01-11,37.87,,,,,
3025,2002-01-12,37.31,,,,,
3026,2002-01-13,37.28,10.6,,,,
3027,2002-01-14,37.27,,,,,
3028,2002-01-15,36.82,11.7,4.2,1.08,,
3029,2002-01-16,37.42,,,,,
3030,2002-01-17,37.1,13.0,,,,
3031,2002-01-18,37.88,,,,,
3032,2002-01-19,37.7,,,,,
3033,2002-01-20,37.6,,,,,
3034,2002-01-21,36.77,,,,,
3035,2002-01-22,37.33,15.2,2.2,0.66,,
3036,2002-01-23,37.04,,,,,
3037,2002-01-24,36.93,16.3,,,,
3038,2002-01-25,36.99,,,,,
3039,2002-01-26,29.09,,,,,
3040,2002-01-27,28.92,17.6,,,,
3041,2002-01-28,28.27,,,,,
3042,2002-01-29,28.85,17.6,,,,
3043,2002-01-30,28.82,,,,,
3044,2002-01-31,28.78,18.4,,,,
3045,2002-02-01,28.73,,,,,
3046,2002-02-02,28.68,,,,,
3047,2002-02-03,28.61,19.0,,0.24,,
3048,2002-02-04,24.21,,,,,
3049,2002-02-05,21.92,20.3,0.6,0.2,,
3050,2002-02-06,,,,,,
3051,2002-02-07,17.93,20.0,,,,
3052,2002-02-08,27.38,,,,,
3053,2002-02-09,29.22,,,,,
3054,2002-02-10,29.13,,,,,
3055,2002-02-11,25.53,,,,,
3056,2002-02-12,23.6,21.2,0.1,0.09,,
3057,2002-02-13,22.64,,,,,
3058,2002-02-14,23.49,22.4,,,,
3059,2002-02-15,23.52,,,,,
3060,2002-02-16,23.57,,,,,
3061,2002-02-17,26.39,,,,,
3062,2002-02-18,29.3,,,,,
3063,2002-02-19,29.23,23.1,0.2,0.05,,
3064,2002-02-20,29.12,,,,,
3065,2002-02-21,24.24,23.1,,,,
3066,2002-02-22,22.5,,,,,
3067,2002-02-23,22.21,,,,,
3068,2002-02-24,25.53,22.8,,,,
3069,2002-02-25,23.5,,,,,
3070,2002-02-26,23.44,23.4,0.1,0.05,,
3071,2002-02-27,23.5,,,,,
3072,2002-02-28,23.62,24.2,,,,
3073,2002-03-01,23.73,,,,,
3074,2002-03-02,23.78,,,,,
3075,2002-03-03,26.79,24.2,,,,
3076,2002-03-04,29.91,,,,,
3077,2002-03-05,29.72,25.3,0.3,0.17,,
3078,2002-03-06,30.03,,,,,
3079,2002-03-07,28.0,24.8,,,,
3080,2002-03-08,29.21,,,,,
3081,2002-03-09,31.1,,,,,
3082,2002-03-10,,,,,,
3083,2002-03-11,,,,,,
3084,2002-03-12,20.68,24.5,1.7,0.15,,
3085,2002-03-13,34.99,,,,,
3086,2002-03-14,34.01,22.9,,,,
3087,2002-03-15,37.61,,,,,
3088,2002-03-16,39.31,,,,,
3089,2002-03-17,39.43,22.6,,,,
3090,2002-03-18,32.16,,,,,
3091,2002-03-19,31.0,23.8,0.4,0.22,,
3092,2002-03-20,24.78,,,,,
3093,2002-03-21,22.72,21.7,,,,
3094,2002-03-22,26.05,,,,,
3095,2002-03-23,28.23,,,,,
3096,2002-03-24,27.31,21.2,,,,
3097,2002-03-25,23.23,,,,,
3098,2002-03-26,23.52,19.7,0.8,0.5,,
3099,2002-03-27,23.15,,,,,
3100,2002-03-28,24.4,19.1,,,,
3101,2002-03-29,23.5,,,,,
3102,2002-03-30,22.89,,,,,
3103,2002-03-31,22.79,,,,,
3104,2002-04-01,21.78,13.1,,,,
3105,2002-04-02,21.75,10.3,6.8,2.1,,
3106,2002-04-03,22.04,8.0,,,,
3107,2002-04-04,18.34,8.8,,,,
3108,2002-04-05,21.44,7.6,,,,
3109,2002-04-06,22.76,7.8,,,,
3110,2002-04-07,22.83,7.2,,,,
3111,2002-04-08,22.72,3.1,,,,
3112,2002-04-09,31.84,1.6,,,,
3113,2002-04-10,31.74,2.1,13.0,0.17,,
3114,2002-04-11,31.77,1.9,,,,
3115,2002-04-12,31.86,1.5,,,,
3116,2002-04-13,27.7,1.8,,,,
3117,2002-04-14,30.25,1.6,,,,
3118,2002-04-15,29.82,1.4,,,,
3119,2002-04-16,23.61,2.5,,,,
3120,2002-04-17,34.51,2.3,12.0,0.22,,
3121,2002-04-18,20.17,2.6,,,,
3122,2002-04-19,,,,,,
3123,2002-04-20,,,,,,
3124,2002-04-21,,,,,,
3125,2002-04-22,28.22,2.9,,,,
3126,2002-04-23,37.01,2.1,12.5,0.16,,
3127,2002-04-24,36.75,2.2,,,,
3128,2002-04-25,32.67,2.9,,,,
3129,2002-04-26,,,,,,
3130,2002-04-27,,,,,,
3131,2002-04-28,,,,,,
3132,2002-04-29,,,,,,
3133,2002-04-30,39.11,2.6,9.1,0.13,,
3134,2002-05-01,38.11,2.3,,,,
3135,2002-05-02,42.33,1.8,,,,
3136,2002-05-03,23.69,,,,,
3137,2002-05-04,,,,,,
3138,2002-05-05,,,,,,
3139,2002-05-06,33.46,1.8,,,,
3140,2002-05-07,43.51,1.6,8.4,0.03,,4.1
3141,2002-05-08,43.1,1.6,,,,
3142,2002-05-09,42.59,2.0,,,,
3143,2002-05-10,39.19,2.3,,,,
3144,2002-05-11,,,,,,
3145,2002-05-12,,,,,,
3146,2002-05-13,27.74,2.0,,,,
3147,2002-05-14,48.59,1.5,8.3,0.03,,4.0
3148,2002-05-15,51.7,,,,,
3149,2002-05-16,51.12,1.5,,,,
3150,2002-05-17,28.77,1.9,,,,
3151,2002-05-18,,,,,,
3152,2002-05-19,,,,,,
3153,2002-05-20,29.05,1.9,,,,
3154,2002-05-21,38.92,1.9,7.9,0.03,,4.2
3155,2002-05-22,38.08,2.0,,,1.1,
3156,2002-05-23,38.64,1.9,,,,
3157,2002-05-24,20.94,2.3,,,,
3158,2002-05-25,,,,,,
3159,2002-05-26,,,,,,
3160,2002-05-27,37.41,2.7,,,,
3161,2002-05-28,38.96,2.4,7.1,0.06,,4.7
3162,2002-05-29,41.71,2.0,,,,
3163,2002-05-30,23.88,2.1,,,,
3164,2002-05-31,,,,,,
3165,2002-06-01,,,,,,
3166,2002-06-02,,,,,,
3167,2002-06-03,39.0,3.4,,,,
3168,2002-06-04,43.22,3.0,5.3,0.12,,5.4
3169,2002-06-05,43.24,2.5,,,,
3170,2002-06-06,42.47,2.2,,,,
3171,2002-06-07,15.85,2.2,,,,
3172,2002-06-08,,,,,,
3173,2002-06-09,,,,,,
3174,2002-06-10,31.28,2.5,,,,
3175,2002-06-11,26.32,2.4,5.8,0.03,,4.6
3176,2002-06-12,37.34,3.4,,,,
3177,2002-06-13,38.22,2.4,,,,
3178,2002-06-14,19.6,2.0,,,,
3179,2002-06-15,,,,,,
3180,2002-06-16,,,,,,
3181,2002-06-17,29.23,3.7,,,,
3182,2002-06-18,38.27,2.3,5.0,0.05,,4.8
3183,2002-06-19,37.96,1.9,,,,
3184,2002-06-20,37.61,1.9,,,,
3185,2002-06-21,12.43,2.9,,,,
3186,2002-06-22,,,,,,
3187,2002-06-23,,,,,,
3188,2002-06-24,32.95,3.4,,,,
3189,2002-06-25,43.14,2.8,4.8,0.09,,5.2
3190,2002-06-26,38.47,2.3,,,,
3191,2002-06-27,39.38,1.9,,,,
3192,2002-06-28,14.06,,,,,
3193,2002-06-29,,,,,,
3194,2002-06-30,,,,,,
3195,2002-07-01,41.17,3.1,3.3,0.06,,5.9
3196,2002-07-02,47.68,2.8,,,,
3197,2002-07-03,23.75,1.9,,,,
3198,2002-07-04,,,,,,
3199,2002-07-05,,,,,,
3200,2002-07-06,,,,,,
3201,2002-07-07,34.1,2.4,,,,
3202,2002-07-08,41.18,2.3,,,,
3203,2002-07-09,41.05,1.9,0.9,0.04,,4.5
3204,2002-07-10,40.35,2.1,,,,
3205,2002-07-11,38.51,1.6,,,,
3206,2002-07-12,,,,,,
3207,2002-07-13,,,,,,
3208,2002-07-14,,,,,,
3209,2002-07-15,23.09,4.2,,,,
3210,2002-07-16,32.9,2.2,0.6,0.05,,5.0
3211,2002-07-17,45.7,1.6,,,,
3212,2002-07-18,49.72,2.2,,,,
3213,2002-07-19,25.0,,,,,
3214,2002-07-20,,,,,,
3215,2002-07-21,,,,,,
3216,2002-07-22,45.29,1.6,,,,
3217,2002-07-23,51.2,1.7,0.3,0.04,,4.4
3218,2002-07-24,45.56,2.1,,,,
3219,2002-07-25,48.58,2.2,,,,
3220,2002-07-26,27.64,,,,,
3221,2002-07-27,,,,,,
3222,2002-07-28,,,,,,
3223,2002-07-29,33.02,2.6,,,,
3224,2002-07-30,36.82,2.5,0.4,0.09,,5.4
3225,2002-07-31,35.98,2.4,,,,
3226,2002-08-01,36.0,4.2,,,,
3227,2002-08-02,20.36,,,,,
3228,2002-08-03,,,,,,
3229,2002-08-04,,,,,,
3230,2002-08-05,34.31,5.5,,,,
3231,2002-08-06,33.45,5.5,0.2,0.05,,7.9
3232,2002-08-07,36.56,4.8,,,,
3233,2002-08-08,36.09,4.9,,,,
3234,2002-08-09,18.65,,,,,
3235,2002-08-10,,,,,,
3236,2002-08-11,,,,,,
3237,2002-08-12,39.73,7.8,,,,
3238,2002-08-13,41.58,8.2,0.2,0.04,,11.0
3239,2002-08-14,42.41,10.0,,,,
3240,2002-08-15,42.04,9.5,,,,
3241,2002-08-16,41.25,,,,,
3242,2002-08-17,41.38,,,,,
3243,2002-08-18,38.97,,,,,
3244,2002-08-19,28.91,12.3,,,,
3245,2002-08-20,30.83,12.9,0.2,0.06,,15.6
3246,2002-08-21,32.77,14.1,,,,
3247,2002-08-22,32.13,15.1,,,,
3248,2002-08-23,15.63,,,,,
3249,2002-08-24,,,,,,
3250,2002-08-25,,,,,,
3251,2002-08-26,38.51,17.9,,,,
3252,2002-08-27,43.09,17.3,0.2,0.07,,21.1
3253,2002-08-28,42.03,16.8,,,,
3254,2002-08-29,40.81,17.5,,,,
3255,2002-08-30,20.06,,,,,
3256,2002-08-31,,,,,,
3257,2002-09-01,,,,,,
3258,2002-09-02,39.89,19.2,,,,
3259,2002-09-03,42.42,20.1,0.2,0.11,,23.7
3260,2002-09-04,42.51,20.5,,,,
3261,2002-09-05,41.53,20.5,,,,
3262,2002-09-06,20.15,22.8,,,,
3263,2002-09-07,,,,,,
3264,2002-09-08,,,,,,
3265,2002-09-09,37.77,22.4,,,,
3266,2002-09-10,44.01,21.9,0.2,0.14,,25.5
3267,2002-09-11,42.61,22.9,,,,
3268,2002-09-12,38.2,22.9,,,,
3269,2002-09-13,23.56,23.8,,,,
3270,2002-09-14,,,,,,
3271,2002-09-15,,,,,,
3272,2002-09-16,41.38,24.5,,,,
3273,2002-09-17,42.53,25.2,,,,
3274,2002-09-18,41.71,24.8,0.2,0.06,1.3,27.6
3275,2002-09-19,41.13,24.9,,,,
3276,2002-09-20,33.82,25.6,,,,
3277,2002-09-21,,,,,,
3278,2002-09-22,,,,,,
3279,2002-09-23,40.88,26.6,,,,
3280,2002-09-24,42.79,26.0,0.2,0.18,,28.6
3281,2002-09-25,42.5,27.3,,,,
3282,2002-09-26,41.66,27.0,,,,
3283,2002-09-27,17.78,27.0,,,,
3284,2002-09-28,,,,,,
3285,2002-09-29,,,,,,
3286,2002-09-30,39.42,26.6,,,,
3287,2002-10-01,40.78,27.0,,,,
3288,2002-10-02,42.21,27.5,0.2,0.05,,30.8
3289,2002-10-03,41.74,27.9,,,,
3290,2002-10-04,41.32,28.1,,,,
3291,2002-10-05,35.62,27.7,,,,
3292,2002-10-06,31.85,27.2,,,,
3293,2002-10-07,41.34,27.2,,,,
3294,2002-10-08,37.4,26.8,0.2,0.04,,29.8
3295,2002-10-09,35.84,25.5,,,,
3296,2002-10-10,35.6,25.8,,,,
3297,2002-10-11,21.6,27.9,,,,
3298,2002-10-12,,,,,,
3299,2002-10-13,,,,,,
3300,2002-10-14,25.5,26.6,,,,
3301,2002-10-15,26.33,26.5,0.2,0.04,,28.8
3302,2002-10-16,29.23,26.3,,,,
3303,2002-10-17,29.76,26.6,,,,
3304,2002-10-18,16.78,26.7,,,,
3305,2002-10-19,,,,,,
3306,2002-10-20,2.03,,,,,
3307,2002-10-21,25.26,26.5,,,,
3308,2002-10-22,31.0,27.4,0.2,0.03,,29.7
3309,2002-10-23,31.96,26.2,,,,
3310,2002-10-24,31.76,27.9,,,,
3311,2002-10-25,42.09,27.2,,,,
3312,2002-10-26,41.88,,,,,
3313,2002-10-27,41.49,27.4,,,,
3314,2002-10-28,41.3,26.9,,,,
3315,2002-10-29,40.71,29.1,0.2,0.04,,31.7
3316,2002-10-30,41.01,26.5,,,,
3317,2002-10-31,40.3,28.1,,,,
3318,2002-11-01,23.81,27.2,,,,
3319,2002-11-02,,,,,,
3320,2002-11-03,,,,,,
3321,2002-11-04,40.02,27.4,,,,
3322,2002-11-05,41.09,27.2,0.3,0.09,,30.0
3323,2002-11-06,40.78,27.7,,,,
3324,2002-11-07,40.11,28.1,,,,
3325,2002-11-08,24.1,27.9,,,,
3326,2002-11-09,,,,,,
3327,2002-11-10,,,,,,
3328,2002-11-11,31.94,28.7,,,,
3329,2002-11-12,48.43,28.6,0.2,0.02,,30.9
3330,2002-11-13,48.17,28.1,,,,
3331,2002-11-14,50.85,28.3,,,,
3332,2002-11-15,47.36,28.7,,,,
3333,2002-11-16,40.72,28.1,,,,
3334,2002-11-17,42.1,27.7,,,,
3335,2002-11-18,41.56,27.2,,,,
3336,2002-11-19,40.84,27.0,0.2,0.03,,32.9
3337,2002-11-20,40.15,27.7,,,,
3338,2002-11-21,40.45,28.0,,,,
3339,2002-11-22,19.51,27.9,,,,
3340,2002-11-23,,,,,,
3341,2002-11-24,,,,,,
3342,2002-11-25,39.57,28.0,,,,
3343,2002-11-26,41.05,27.6,0.2,0.03,,32.5
3344,2002-11-27,17.1,28.4,,,,
3345,2002-11-28,,,,,,
3346,2002-11-29,,,,,,
3347,2002-11-30,,,,,,
3348,2002-12-01,,,,,,
3349,2002-12-02,37.79,28.0,,,,
3350,2002-12-03,46.98,26.3,0.1,0.03,,33.7
3351,2002-12-04,48.28,28.0,,,1.6,
3352,2002-12-05,48.56,28.4,,,,
3353,2002-12-06,27.86,28.1,,,,
3354,2002-12-07,,,,,,
3355,2002-12-08,,,,,,
3356,2002-12-09,45.12,28.1,,,,
3357,2002-12-10,43.14,27.9,0.1,0.07,,33.5
3358,2002-12-11,42.52,27.4,,,,
3359,2002-12-12,42.28,28.1,,,,
3360,2002-12-13,23.9,27.2,,,,
3361,2002-12-14,,,,,,
3362,2002-12-15,,,,,,
3363,2002-12-16,41.48,26.7,,,,
3364,2002-12-17,42.65,27.0,0.4,0.04,,29.4
3365,2002-12-18,45.3,26.6,,,,
3366,2002-12-19,42.34,26.2,,,,
3367,2002-12-20,41.97,26.5,,,,
3368,2002-12-21,42.81,24.8,,,,
3369,2002-12-22,40.28,25.4,0.4,0.09,,29.6
3370,2002-12-23,28.99,25.5,,,,
3371,2002-12-24,,,,,,
3372,2002-12-25,,,,,,
3373,2002-12-26,39.42,24.2,,,,
3374,2002-12-27,17.18,25.0,,,,
3375,2002-12-28,,,,,,
3376,2002-12-29,,,,,,
3377,2002-12-30,23.54,25.3,0.4,0.08,,27.7
3378,2002-12-31,38.26,25.2,,,,
3379,2003-01-01,35.56,25.3,,,,
3380,2003-01-02,31.56,24.5,,,,
3381,2003-01-03,30.44,25.0,,,,
3382,2003-01-04,30.55,25.3,,,,
3383,2003-01-05,30.52,25.2,,,,
3384,2003-01-06,31.47,24.6,,,,
3385,2003-01-07,37.58,24.9,0.5,0.08,,26.2
3386,2003-01-08,39.39,23.5,,,,
3387,2003-01-09,39.77,23.5,,,,
3388,2003-01-10,38.97,25.2,,,,
3389,2003-01-11,38.54,24.5,,,,
3390,2003-01-12,38.66,25.0,,,,
3391,2003-01-13,38.3,25.0,,,,
3392,2003-01-14,38.24,25.0,0.6,0.15,,29.4
3393,2003-01-15,37.24,23.9,,,,
3394,2003-01-16,37.59,24.6,,,,
3395,2003-01-17,37.71,26.1,,,,
3396,2003-01-18,38.06,22.7,,,,
3397,2003-01-19,32.27,22.0,,,,
3398,2003-01-20,30.05,25.8,,,,
3399,2003-01-21,37.25,24.8,0.2,0.04,,30.8
3400,2003-01-22,38.98,26.0,,,,
3401,2003-01-23,38.52,26.1,,,,
3402,2003-01-24,31.76,26.6,,,,
3403,2003-01-25,30.46,25.1,,,,
3404,2003-01-26,30.15,26.4,,,,
3405,2003-01-27,3.76,25.6,,,,
3406,2003-01-28,28.34,26.7,0.2,0.07,,31.7
3407,2003-01-29,31.57,26.1,,,,
3408,2003-01-30,31.54,23.1,,,,
3409,2003-01-31,31.77,25.1,,,,
3410,2003-02-01,29.85,,,,,
3411,2003-02-02,31.07,26.3,,,,
3412,2003-02-03,30.77,26.7,,,,
3413,2003-02-04,22.46,26.1,0.6,0.13,,30.3
3414,2003-02-05,22.54,25.1,,,,
3415,2003-02-06,22.34,25.4,,,,
3416,2003-02-07,21.42,25.3,,,,
3417,2003-02-08,22.19,24.7,,,,
3418,2003-02-09,22.2,26.4,,,,
3419,2003-02-10,23.47,26.3,,,,
3420,2003-02-11,12.42,23.8,0.6,0.1,,31.1
3421,2003-02-12,29.91,25.4,,,,
3422,2003-02-13,31.31,26.4,,,,
3423,2003-02-14,30.78,26.2,,,,
3424,2003-02-15,31.72,27.0,,,,
3425,2003-02-16,32.08,27.3,,,,
3426,2003-02-17,31.26,25.7,,,,
3427,2003-02-18,31.08,26.6,0.2,0.08,,33.0
3428,2003-02-19,38.09,27.3,,,,
3429,2003-02-20,40.63,28.0,,,,
