,Date,NH3 mg/L N,flow mgd,NO3 mg/L N,NO2 mg/L N,N+N mg/L N,N mg/L N
1742,2014-11-30,,6.0945,,,,
1743,2014-12-02,,5.41,,,,
1744,2014-12-03,,4.2645,,,,
1745,2014-12-04,,6.390499999999999,,,,
1746,2014-12-05,,6.4805,,,,
1747,2014-12-06,,6.5905,,,,
1748,2014-12-07,,6.415,,,,
1749,2014-12-09,,5.2095,,,,
1750,2014-12-10,,6.35,,,,
1751,2014-12-11,,7.442,,,,
1752,2014-12-12,,6.9755,,,,
1753,2014-12-13,,6.7155000000000005,,,,
1754,2014-12-14,,6.1979999999999995,,,,
1755,2014-12-16,,6.3185,,,,
1756,2014-12-17,,6.548,,,,
1757,2014-12-18,,6.766,,,,
1758,2014-12-19,,6.7764999999999995,,,,
1759,2014-12-20,,6.728,,,,
1760,2014-12-21,,6.4405,,,,
1761,2014-12-23,,6.617000000000001,,,,
1762,2014-12-24,,6.0915,,,,
1763,2014-12-25,,7.148999999999999,,,,
1764,2014-12-26,,6.888,,,,
1765,2014-12-27,,6.564,,,,
1766,2014-12-28,,6.0015,,,,
1767,2014-12-30,,6.454000000000001,,,,
1768,2014-12-31,,5.5945,,,,
1769,2015-01-01,,6.169499999999999,,,,
1770,2015-01-02,,6.226,,,,
1771,2015-01-03,,5.9879999999999995,,,,
1772,2015-01-04,,5.687999999999999,,,,
1773,2015-01-06,,5.781499999999999,,,,
1774,2015-01-07,,6.154,,,,
1775,2015-01-08,,6.199,,,,
1776,2015-01-09,,6.082000000000001,,,,
1777,2015-01-10,,6.1235,,,,
1778,2015-01-11,,6.041499999999999,,,,
1779,2015-01-13,,4.8355,,,,
1780,2015-01-14,,5.252000000000001,,,,
1781,2015-01-15,,4.736,,,,
1782,2015-01-16,,5.385999999999999,,,,
1783,2015-01-17,,5.261000000000001,,,,
1784,2015-01-18,,5.896,,,,
1785,2015-01-20,,5.952,,,,
1786,2015-01-21,,6.364,,,,
1787,2015-01-22,,5.5395,,,,
1788,2015-01-23,,6.336500000000001,,,,
1789,2015-01-24,,6.418,,,,
1790,2015-01-25,,6.008,,,,
1791,2015-01-27,,6.171,,,,
1792,2015-01-28,,6.2485,,,,
1793,2015-01-29,,6.154,,,,
1794,2015-01-30,,6.1365,,,,
1795,2015-01-31,,5.7829999999999995,,,,
1796,2015-02-01,,5.9415,,,,
1797,2015-02-03,,5.615,,,,
1798,2015-02-04,,5.9745,,,,
1799,2015-02-05,,6.037,,,,
1800,2015-02-06,,5.6605,,,,
1801,2015-02-07,,5.7515,,,,
1802,2015-02-08,,5.981,,,,
1803,2015-02-10,,6.026,,,,
1804,2015-02-11,,5.9879999999999995,,,,
1805,2015-02-12,,6.0335,,,,
1806,2015-02-13,,5.5225,,,,
1807,2015-02-14,,5.777000000000001,,,,
1808,2015-02-15,,6.004,,,,
1809,2015-02-18,,4.6365,,,,
1810,2015-02-19,,5.086,,,,
1811,2015-02-20,,6.215999999999999,,,,
1812,2015-02-21,,5.671,,,,
1813,2015-02-22,,5.724,,,,
1814,2015-02-24,,5.225,,,,
1815,2015-02-25,,5.677,,,,
1816,2015-02-26,,5.6925,,,,
1817,2015-02-27,,5.76,,,,
1818,2015-02-28,,6.048,,,,
1819,2015-03-01,,6.2905,,,,
1820,2015-03-04,,6.798,,,,
1821,2015-03-05,,6.508,,,,
1822,2015-03-06,,6.291,,,,
1823,2015-03-07,,6.259499999999999,,,,
1824,2015-03-08,,5.6225000000000005,,,,
1825,2015-03-10,,6.0815,,,,
1826,2015-03-11,,6.2095,,,,
1827,2015-03-12,,6.1945,,,,
1828,2015-03-13,,6.1805,,,,
1829,2015-03-14,,6.3085,,,,
1830,2015-03-15,,6.1235,,,,
1831,2015-03-17,,6.048500000000001,,,,
1832,2015-03-18,,5.8740000000000006,,,,
1833,2015-03-20,,3.8166666666666664,,,,
1834,2015-03-21,,3.9506666666666668,,,,
1835,2015-03-22,,4.077,,,,
1836,2015-03-24,,4.015333333333333,,,,
1837,2015-03-25,,4.3373333333333335,,,,
1838,2015-03-26,,4.199666666666666,,,,
1839,2015-03-27,,4.057333333333333,,,,
1840,2015-03-29,,4.1465,,,,
1841,2015-03-31,,4.915,,,,
1842,2015-04-01,,4.361999999999999,,,,
1843,2015-04-02,,2.9985,,,,
1844,2015-04-03,,3.4987500000000002,,,,
1845,2015-04-04,,4.169333333333333,,,,
1846,2015-04-07,,6.3645,,,,
1847,2015-04-08,,3.8560000000000003,,,,
1848,2015-04-10,,3.73675,,,,
1849,2015-04-11,,3.255,,,,
1850,2015-04-14,,4.570333333333334,,,,
1851,2015-04-15,,5.6785000000000005,,,,
1852,2015-04-17,,3.69175,,,,
1853,2015-04-18,,4.103666666666666,,,,
1854,2015-04-19,,3.8659999999999997,,,,
1855,2015-04-21,,3.3,,,,
1856,2015-04-22,,5.209333333333333,,,,
1857,2015-04-23,,4.184333333333333,,,,
1858,2015-04-24,,3.8049999999999997,,,,
1859,2015-04-25,,4.037333333333334,,,,
1860,2015-04-29,,4.8125,,,,
1861,2015-04-30,,4.5142500000000005,,,,
1862,2015-05-01,,5.954999999999999,,,,
1863,2015-05-02,,5.736333333333332,,,,
1864,2015-05-03,,5.799333333333333,,,,
1865,2015-05-06,,4.4197500000000005,,,,
1866,2015-05-07,,3.8027500000000005,,,,
1867,2015-05-08,,5.408999999999999,,,,
1868,2015-05-09,,5.683666666666666,,,,
1869,2015-05-10,,5.577000000000001,,,,
1870,2015-05-13,,4.600499999999999,,,,
1871,2015-05-14,,5.407333333333334,,,,
1872,2015-05-15,,7.181000000000001,,,,
1873,2015-05-16,,7.1185,,,,
1874,2015-05-17,,6.5905000000000005,,,,
1875,2015-05-20,,4.7995,,,,
1876,2015-05-21,,3.925,,,,
1877,2015-05-22,,4.985333333333333,,,,
1878,2015-05-23,,4.07475,,,,
1879,2015-05-24,,3.5385,,,,
1880,2015-05-26,,3.7654999999999994,,,,
1881,2015-05-27,,3.52475,,,,
1882,2015-05-28,,3.0919999999999996,,,,
1883,2015-05-29,,3.66425,,,,
1884,2015-05-30,,4.155666666666666,,,,
1885,2015-06-02,,5.830500000000001,,,,
1886,2015-06-03,,5.1075,,,,
1887,2015-06-04,,5.0504999999999995,,,,
1888,2015-06-05,,4.2125,,,,
1889,2015-06-06,,3.4033333333333338,,,,
1890,2015-06-07,,5.3785,,,,
1891,2015-06-09,,4.313,2.0,,,23.0
1892,2015-06-10,,5.005333333333334,,,,
1893,2015-06-11,,4.664000000000001,,,,
1894,2015-06-12,,3.675333333333333,,,,
1895,2015-06-13,,4.583,,,,
1896,2015-06-14,,5.0165,,,,
1897,2015-06-16,,4.437333333333333,,,,
1898,2015-06-17,,3.549666666666667,,,,
1899,2015-06-18,,4.2860000000000005,,,,
1900,2015-06-19,,5.1585,,,,
1901,2015-06-20,,4.7935,,,,
1902,2015-06-21,,5.2215,,,,
1903,2015-06-23,,5.432499999999999,,,,
1904,2015-06-24,,4.9715,,,,
1905,2015-06-25,,5.7765,,,,
1906,2015-06-26,,5.993500000000001,,,,
1907,2015-06-27,,4.6175,,,,
1908,2015-06-28,,5.031499999999999,,,,
1909,2015-06-30,,4.1803333333333335,,,,
1910,2015-07-01,,3.8539999999999996,,,,
1911,2015-07-02,,3.442,,,,
1912,2015-07-03,,4.536666666666666,,,,
1913,2015-07-04,,3.5223333333333335,,,,
1914,2015-07-05,,4.799,,,,
1915,2015-07-07,,3.9323333333333337,,,,
1916,2015-07-08,,4.741666666666666,,,,
1917,2015-07-09,,3.316333333333333,,,,
1918,2015-07-10,,4.9885,,,,
1919,2015-07-11,,4.3309999999999995,,,,
1920,2015-07-12,,4.795999999999999,,,,
1921,2015-07-14,,4.0520000000000005,,,,
1922,2015-07-15,,4.601666666666667,,,,
1923,2015-07-16,,4.650333333333333,,,,
1924,2015-07-17,,3.8723333333333336,,,,
1925,2015-07-18,,3.8959999999999995,,,,
1926,2015-07-19,,4.6575,,,,
1927,2015-07-21,,3.8194999999999997,,,,
1928,2015-07-22,,4.467333333333333,9.0,,,12.0
1929,2015-07-23,,4.190666666666666,,,,
1930,2015-07-24,,3.6876666666666664,,,,
1931,2015-07-25,,4.087000000000001,,,,
1932,2015-07-26,,4.178999999999999,,,,
1933,2015-07-28,,4.153666666666666,,,,
1934,2015-07-29,,4.052,,,,
1935,2015-07-30,,4.474,,,,
1936,2015-07-31,,3.657,,,,
1937,2015-08-01,,4.072333333333334,,,,
1938,2015-08-02,,4.640499999999999,,,,
1939,2015-08-04,,4.235333333333333,,,,
1940,2015-08-05,,4.219,,,,
1941,2015-08-06,,4.156666666666666,,,,
1942,2015-08-07,,4.025666666666667,,,,
1943,2015-08-08,,5.0535000000000005,,,,
1944,2015-08-09,,4.9079999999999995,,,,
1945,2015-08-11,,4.3406666666666665,,,,
1946,2015-08-12,,3.6006666666666667,,,,
1947,2015-08-13,,3.5229999999999997,,,,
1948,2015-08-14,,3.923,,,,
1949,2015-08-15,,4.736,,,,
1950,2015-08-16,,4.385000000000001,,,,
1951,2015-08-18,,6.761,,,,
1952,2015-08-19,,5.557,,,,
1953,2015-08-20,,3.935333333333334,,,,
1954,2015-08-21,,4.401,,,,
1955,2015-08-22,,4.627666666666666,,,,
1956,2015-08-23,,3.6846666666666668,,,,
1957,2015-08-25,,4.41,,,,
1958,2015-08-26,,3.958,,,,
1959,2015-08-27,,4.0343333333333335,,,,
1960,2015-08-28,,3.722,,,,
1961,2015-08-29,,4.051333333333333,,,,
1962,2015-08-30,,4.031333333333333,,,,
1963,2015-09-01,,3.8329999999999997,,,,
1964,2015-09-02,,4.149,,,,
1965,2015-09-03,,3.6839999999999997,,,,
1966,2015-09-04,,3.9923333333333333,,,,
1967,2015-09-05,,3.984,,,,
1968,2015-09-06,,3.790333333333333,,,,
1969,2015-09-08,,4.665,,,,
1970,2015-09-09,,4.196333333333333,,,,
1971,2015-09-10,,3.703333333333333,,,,
1972,2015-09-11,,3.6133333333333333,,,,
1973,2015-09-12,,4.36,,,,
1974,2015-09-13,,4.318333333333333,,,,
1975,2015-09-15,,4.5120000000000005,,,,
1976,2015-09-16,,3.986333333333333,,,,
1977,2015-09-17,,4.079999999999999,,,,
1978,2015-09-18,,3.949666666666667,,,,
1979,2015-09-19,,4.010333333333333,,,,
1980,2015-09-20,,3.929,,,,
1981,2015-09-22,,3.939666666666666,,,,
1982,2015-09-23,,4.812333333333334,,,,
1983,2015-09-24,,3.982666666666667,,,,
1984,2015-09-25,,4.161666666666666,,,,
1985,2015-09-26,,3.9746666666666663,,,,
1986,2015-09-27,,4.322666666666667,,,,
1987,2015-09-29,,3.596,10.0,,,15.0
1988,2015-09-30,,3.795666666666667,,,,
1989,2015-10-01,,4.711,,,,
1990,2015-10-02,,4.6226666666666665,,,,
1991,2015-10-03,,4.5360000000000005,,,,
1992,2015-10-04,,4.104,,,,
1993,2015-10-06,,3.4416666666666664,,,,
1994,2015-10-07,,4.486666666666667,,,,
1995,2015-10-08,,4.241666666666667,,,,
1996,2015-10-09,,3.74,,,,
1997,2015-10-10,,4.284,,,,
1998,2015-10-11,,4.122333333333334,,,,
1999,2015-10-13,,3.3763333333333336,,,,
2000,2015-10-14,,3.9790000000000005,,,,
2001,2015-10-15,,3.470333333333334,,,,
2002,2015-10-16,,3.985,,,,
2003,2015-10-17,,3.9250000000000003,,,,
2004,2015-10-18,,3.9796666666666667,,,,
2005,2015-10-20,,3.9996666666666663,,,,
2006,2015-10-21,,3.94,,,,
2007,2015-10-22,,3.6663333333333328,,,,
2008,2015-10-23,,3.871,,,,
2009,2015-10-24,,3.5116666666666667,,,,
2010,2015-10-25,,4.224666666666667,,,,
2011,2015-10-27,,5.9705,,,,
2012,2015-10-28,,6.138,,,,
2013,2015-10-29,,4.914000000000001,,,,
2014,2015-10-30,,3.9506666666666668,,,,
2015,2015-10-31,,5.5515,,,,
2016,2015-11-01,,5.993499999999999,,,,
2017,2015-11-03,,6.1625,,,,
2018,2015-11-04,,6.23,,,,
2019,2015-11-05,,6.054,,,,
2020,2015-11-06,,6.02,,,,
2021,2015-11-07,,6.244,,,,
2022,2015-11-08,,6.211500000000001,,,,
2023,2015-11-10,,5.9350000000000005,,,,
2024,2015-11-11,,6.079000000000001,,,,
2025,2015-11-12,,5.4855,,,,
2026,2015-11-13,,6.622,,,,
2027,2015-11-14,,6.976,,,,
2028,2015-11-15,,6.5645,,,,
2029,2015-11-17,,6.0635,,,,
2030,2015-11-18,,5.365,,,,
2031,2015-11-19,,6.0045,,,,
2032,2015-11-20,,5.3135,,,,
2033,2015-11-21,,6.0945,,,,
2034,2015-11-22,,5.8805,,,,
2035,2015-11-24,,6.119000000000001,,,,
2036,2015-11-25,,6.039,,,,
2037,2015-11-26,,6.269,,,,
2038,2015-11-27,,5.584,,,,
2039,2015-11-28,,5.9845,,,,
2040,2015-11-29,,5.6905,,,,
2041,2015-12-01,,6.006,,,,
2042,2015-12-02,,5.652000000000001,,,,
2043,2015-12-03,,5.857000000000001,,,,
2044,2015-12-04,,5.759,,,,
2045,2015-12-05,,5.6155,,,,
2046,2015-12-06,,6.032500000000001,,,,
2047,2015-12-08,,6.008,,,,
2048,2015-12-09,,5.0585,,,,
2049,2015-12-10,,5.874,,,,
2050,2015-12-11,,5.983499999999999,,,,
2051,2015-12-12,,5.9254999999999995,,,,
2052,2015-12-13,,5.8575,,,,
2053,2015-12-15,,5.8615,,,,
2054,2015-12-16,,5.9685,,,,
2055,2015-12-17,,6.151,,,,
2056,2015-12-18,,6.064,,,,
2057,2015-12-19,,6.2315000000000005,,,,
2058,2015-12-20,,6.122999999999999,,,,
2059,2015-12-22,,6.3405000000000005,,,,
2060,2015-12-23,,6.1419999999999995,,,,
2061,2015-12-24,,6.259,,,,
2062,2015-12-25,,6.003,,,,
2063,2015-12-26,,5.697000000000001,,,,
2064,2015-12-27,,5.58,,,,
2065,2015-12-29,,5.7705,,,,
2066,2015-12-30,,6.0085,,,,
2067,2015-12-31,,5.904,,,,
2068,2016-01-01,,5.29,,,,
2069,2016-01-02,,4.705,,,,
2070,2016-01-03,,5.855,,,,
2071,2016-01-05,,6.279,,,,
2072,2016-01-06,,6.183999999999999,,,,
2073,2016-01-07,,6.061,,,,
2074,2016-01-08,,5.986000000000001,,,,
2075,2016-01-09,,5.808999999999999,,,,
2076,2016-01-10,,6.0015,,,,
2077,2016-01-12,,6.0375,,,,
2078,2016-01-13,,5.9975000000000005,,,,
2079,2016-01-14,,5.0315,,,,
2080,2016-01-15,,5.896,,,,
2081,2016-01-16,,6.1899999999999995,,,,
2082,2016-01-17,,6.1259999999999994,,,,
2083,2016-01-18,,6.3385,,,,
2084,2016-01-20,,6.533,,,,
2085,2016-01-21,,6.1295,,,,
2086,2016-01-22,,5.911,,,,
2087,2016-01-23,,5.674,,,,
2088,2016-01-24,,5.854000000000001,,,,
2089,2016-01-26,,5.603999999999999,,,,
2090,2016-01-27,,5.8629999999999995,,,,
2091,2016-01-28,,5.832999999999999,,,,
2092,2016-01-29,,5.7175,,,,
2093,2016-01-30,,6.093,,,,
2094,2016-01-31,,6.161999999999999,,,,
2095,2016-02-02,,5.835,,,,
2096,2016-02-03,,5.6795,,,,
2097,2016-02-04,,5.757,,,,
2098,2016-02-05,,5.827,,,,
2099,2016-02-06,,5.884499999999999,,,,
2100,2016-02-07,,6.223000000000001,,,,
2101,2016-02-09,,5.7575,,,,
2102,2016-02-10,,5.2895,,,,
2103,2016-02-11,,6.093500000000001,,,,
2104,2016-02-12,,5.888,,,,
2105,2016-02-13,,5.818,,,,
2106,2016-02-14,,5.5685,,,,
2107,2016-02-16,,5.653,,,,
2108,2016-02-17,,5.852,,,,
2109,2016-02-18,,5.9375,,,,
2110,2016-02-19,,5.7925,,,,
2111,2016-02-20,,5.615,,,,
2112,2016-02-21,,5.9895,,,,
2113,2016-02-23,,5.939500000000001,,,,
2114,2016-02-24,,5.8585,,,,
2115,2016-02-25,,5.965999999999999,,,,
2116,2016-02-26,,5.9905,,,,
2117,2016-02-27,,6.178,,,,
2118,2016-02-28,,6.134,,,,
2119,2016-03-01,,5.2835,,,,
2120,2016-03-02,,5.583,,,,
2121,2016-03-03,,3.9759999999999995,,,,
2122,2016-03-04,,6.437,,,,
2123,2016-03-05,,4.753,,,,
2124,2016-03-06,,6.8545,,,,
2125,2016-03-08,,6.51,,,,
2126,2016-03-09,,6.07,,,,
2127,2016-03-10,,5.39,,,,
2128,2016-03-11,,5.233499999999999,,,,
2129,2016-03-12,,5.7945,,,,
2130,2016-03-13,,5.741,,,,
2131,2016-03-15,,6.0855,,,,
2132,2016-03-16,,5.8420000000000005,,,,
2133,2016-03-17,,5.997,,,,
2134,2016-03-18,,5.6205,,,,
2135,2016-03-19,,5.984,,,,
2136,2016-03-20,,5.8855,,,,
2137,2016-03-22,,6.5215000000000005,,,,
2138,2016-03-23,,6.4285,,,,
2139,2016-03-24,,6.1274999999999995,,,,
2140,2016-03-25,,5.5215,,,,
2141,2016-03-26,,5.814,,,,
2142,2016-03-27,,6.0425,,,,
2143,2016-03-29,,5.7965,,,,
2144,2016-03-30,,5.548,,,,
2145,2016-03-31,,4.0265,,,,
2146,2016-04-01,,4.3845,4.8,,,3.53
2147,2016-04-02,,4.8885000000000005,,,,
2148,2016-04-03,,4.5045,,,,
2149,2016-04-04,,6.36,4.7,,,3.4
2150,2016-04-05,,5.773,,,,
2151,2016-04-06,,5.46,,,,
2152,2016-04-08,,4.9695,,,,
2153,2016-04-09,,6.0489999999999995,,,,
2154,2016-04-10,,6.5175,,,,
2155,2016-04-12,,5.378,,,,
2156,2016-04-13,,6.404,,,,
2157,2016-04-14,,6.045,,,,
2158,2016-04-15,,5.574,,,,
2159,2016-04-16,,6.011,,,,
2160,2016-04-17,,6.073,,,,
2161,2016-04-19,,6.178,,,,
2162,2016-04-20,,3.9903333333333335,3.0,,,2.4
2163,2016-04-21,,3.853666666666667,,,,
2164,2016-04-22,,4.2215,,,,
2165,2016-04-23,,5.511,,,,
2166,2016-04-24,,5.872,,,,
2167,2016-04-26,,4.619666666666666,,,,
2168,2016-04-27,,5.452,,,,
2169,2016-04-28,,4.785,,,,
2170,2016-04-29,,3.844333333333333,,,,
2171,2016-04-30,,4.047666666666667,,,,
2172,2016-05-01,,3.5926666666666662,4.6,,,6.4
2173,2016-05-02,,6.171,,,,
2174,2016-05-03,,4.713,,,,
2175,2016-05-05,,5.5045,,,,
2176,2016-05-06,,5.810499999999999,,,,
2177,2016-05-07,,5.854500000000001,,,,
2178,2016-05-08,,5.979500000000001,,,,
2179,2016-05-10,,3.3729999999999998,,,,
2180,2016-05-11,,5.662,,,,
2181,2016-05-12,,4.571,,,,
2182,2016-05-13,,6.379,,,,
2183,2016-05-14,,4.938666666666667,,,,
2184,2016-05-15,,6.801,,,,
2185,2016-05-17,,3.7840000000000003,,,,
2186,2016-05-18,,4.463,6.7,,,8.3
2187,2016-05-19,,3.831666666666667,,,,
2188,2016-05-20,,4.267,,,,
2189,2016-05-21,,3.9966666666666666,,,,
2190,2016-05-22,,4.785500000000001,,,,
2191,2016-05-24,,4.286333333333333,,,,
2192,2016-05-25,,4.117333333333334,,,,
2193,2016-05-26,,3.642,,,,
2194,2016-05-27,,3.4819999999999998,,,,
2195,2016-05-28,,5.35,,,,
2196,2016-05-29,,4.7395,5.0,,,6.5
2197,2016-05-30,,4.666499999999999,,,,
2198,2016-05-31,,5.0995,,,,
2199,2016-06-01,,5.6015,,,,
2200,2016-06-02,,5.896000000000001,,,,
2201,2016-06-03,,6.217499999999999,,,,
2202,2016-06-04,,4.8355,,,,
2203,2016-06-05,,5.1754999999999995,2.7,,,7.4
2204,2016-06-06,,3.9955,,,,
2205,2016-06-07,,4.4145,,,,
2206,2016-06-08,,6.136000000000001,,,,
2207,2016-06-09,,5.808,,,,
2208,2016-06-10,,5.3585,,,,
2209,2016-06-11,,4.475,,,,
2210,2016-06-12,,5.345000000000001,,,,
2211,2016-06-14,,6.3955,,,,
2212,2016-06-15,,6.009,,,,
2213,2016-06-16,,5.9275,,,,
2214,2016-06-17,,5.7895,,,,
2215,2016-06-18,,6.1835,,,,
2216,2016-06-19,,6.333500000000001,,,,
2217,2016-06-21,,2.9783333333333335,,,,
2218,2016-06-22,,4.468999999999999,,,,
2219,2016-06-23,,5.167,,,,
2220,2016-06-24,,6.5,,,,
2221,2016-06-25,,7.0675,,,,
2222,2016-06-26,,4.034,4.2,,,16.2
2223,2016-06-27,,5.2765,,,,
2224,2016-06-28,,6.056,,,,
2225,2016-06-29,,6.212000000000001,,,,
2226,2016-06-30,,4.8015,,,,
2227,2016-07-01,,5.239,,,,
2228,2016-07-02,,6.681,,,,
2229,2016-07-03,,3.952,,,,
2230,2016-07-05,,4.323666666666667,,,,
2231,2016-07-06,,4.1786666666666665,,,,
2232,2016-07-07,,5.739,,,,
2233,2016-07-08,,5.553,,,,
2234,2016-07-09,,5.3294999999999995,,,,
2235,2016-07-10,,3.1910000000000003,4.5,,,7.4
2236,2016-07-12,,4.084333333333333,,,,
2237,2016-07-13,,5.011333333333333,,,,
2238,2016-07-14,,4.006,,,,
2239,2016-07-15,,3.423,,,,
2240,2016-07-16,,5.061,,,,
2241,2016-07-17,,4.2575,4.2,,,6.5
2242,2016-07-18,,5.961499999999999,,,,
2243,2016-07-19,,5.1755,,,,
2244,2016-07-20,,6.342499999999999,,,,
2245,2016-07-21,,4.558,,,,
2246,2016-07-22,,5.5415,,,,
2247,2016-07-23,,5.7485,,,,
2248,2016-07-25,,4.916333333333333,,,,
2249,2016-07-26,,6.0525,,,,
2250,2016-07-27,,4.584333333333333,,,,
2251,2016-07-28,,5.3055,,,,
2252,2016-07-29,,5.621499999999999,,,,
2253,2016-07-30,,4.398999999999999,,,,
2254,2016-07-31,,3.3285000000000005,4.8,,,7.4
2255,2016-08-01,,6.1405,,,,
2256,2016-08-02,,7.16,,,,
2257,2016-08-03,,4.9935,,,,
2258,2016-08-04,,5.376,,,,
2259,2016-08-06,,6.7615,,,,
2260,2016-08-07,,6.3535,,,,
2261,2016-08-09,,4.522666666666667,,,,
2262,2016-08-10,,3.8776666666666664,,,,
2263,2016-08-11,,4.8455,,,,
2264,2016-08-12,,4.861,,,,
2265,2016-08-13,,6.1795,,,,
2266,2016-08-14,,5.5055,4.5,,,10.8
2267,2016-08-15,,5.385,,,,
2268,2016-08-16,,6.465,,,,
2269,2016-08-17,,6.281000000000001,,,,
2270,2016-08-18,,4.873,,,,
2271,2016-08-20,,5.479,,,,
2272,2016-08-21,,5.9985,,,,
2273,2016-08-23,,5.772,,,,
2274,2016-08-24,,4.895333333333333,4.2,,,13.6
2275,2016-08-25,,4.005,,,,
2276,2016-08-26,,4.282333333333334,,,,
2277,2016-08-27,,4.745,,,,
2278,2016-08-28,,4.253333333333333,3.8,,,20.0
2279,2016-08-30,,5.1625,,,,
2280,2016-08-31,,5.1465,,,,
2281,2016-09-01,,5.035,,,,
2282,2016-09-02,,5.186999999999999,,,,
2283,2016-09-03,,5.381,,,,
2284,2016-09-04,,3.487,4.71,,,12.2
2285,2016-09-06,,6.236000000000001,,,,
2286,2016-09-07,,6.0975,,,,
2287,2016-09-08,,5.9915,,,,
2288,2016-09-09,,4.790666666666667,,,,
2289,2016-09-10,,4.244666666666666,,,,
2290,2016-09-11,,4.035333333333333,3.33,,,14.8
2291,2016-09-13,,4.6815,,,,
2292,2016-09-14,,6.4719999999999995,,,,
2293,2016-09-15,,5.763999999999999,,,,
2294,2016-09-16,,5.6265,,,,
2295,2016-09-17,,5.6265,,,,
2296,2016-09-18,,4.082999999999999,4.7,,,14.3
2297,2016-09-20,,4.9543333333333335,,,,
2298,2016-09-21,,5.355499999999999,,,,
2299,2016-09-22,,3.551666666666667,,,,
2300,2016-09-23,,3.532,,,,
2301,2016-09-24,,4.906499999999999,,,,
2302,2016-09-25,,4.329,2.62,,,10.3
2303,2016-09-27,,4.084666666666666,,,,
2304,2016-09-28,,4.336333333333333,,,,
2305,2016-09-29,,3.7593333333333327,,,,
2306,2016-09-30,,3.933666666666666,,,,
2307,2016-10-01,,3.9866666666666664,,,,
2308,2016-10-02,,4.863,,,,
2309,2016-10-04,,4.2540000000000004,3.6,,,18.8
2310,2016-10-05,,4.211333333333333,,,,
2311,2016-10-06,,4.115666666666666,,,,
2312,2016-10-07,,3.8983333333333334,,,,
2313,2016-10-08,,3.606,,,,
2314,2016-10-10,,3.9819999999999998,,,,
2315,2016-10-11,,3.7513333333333336,,,,
2316,2016-10-12,,4.316999999999999,,,,
2317,2016-10-13,,4.5296666666666665,,,,
2318,2016-10-14,,5.0715,,,,
2319,2016-10-15,,5.739000000000001,,,,
2320,2016-10-16,,6.3105,,,,
2321,2016-10-18,,4.696000000000001,0.9,,,15.6
2322,2016-10-19,,4.042000000000001,,,,
2323,2016-10-20,,3.6056666666666666,,,,
2324,2016-10-21,,3.667333333333333,,,,
2325,2016-10-22,,4.593500000000001,,,,
2326,2016-10-23,,4.9745,3.4,,,
2327,2016-10-25,,5.009333333333333,,,,
2328,2016-10-26,,4.244000000000001,,,,
2329,2016-10-27,,5.32,,,,
2330,2016-10-28,,6.195,,,,
2331,2016-10-29,,6.2725,,,,
2332,2016-10-30,,6.3805,,,,
2333,2016-12-01,,5.9505,,,,
2334,2016-12-02,,6.1765,,,,
2335,2016-12-03,,6.405,,,,
2336,2016-12-04,,6.378500000000001,,,,
2337,2016-12-06,,6.1705000000000005,,,,
2338,2016-12-07,,6.457,,,,
2339,2016-12-08,,6.989,,,,
2340,2016-12-09,,6.588,,,,
2341,2016-12-10,,4.672,,,,
2342,2016-12-12,,4.9015,,,,
2343,2016-12-13,,4.85,,,,
2344,2016-12-14,,4.7525,,,,
2345,2016-12-15,,5.087,,,,
2346,2016-12-16,,5.5680000000000005,,,,
2347,2016-12-17,,6.245,,,,
2348,2016-12-18,,6.4495000000000005,,,,
2349,2016-12-19,,5.8420000000000005,,,,
2350,2016-12-21,,6.2195,,,,
2351,2016-12-22,,6.13,,,,
2352,2016-12-23,,5.874,,,,
2353,2016-12-24,,6.549,,,,
2354,2016-12-25,,6.4395,,,,
2355,2016-12-27,,6.372,,,,
2356,2016-12-28,,6.607,,,,
2357,2016-12-29,,6.198,,,,
2358,2016-12-30,,5.9510000000000005,,,,
2359,2016-12-31,,6.2845,,,,
2360,2017-01-01,,5.194,,,,
2361,2017-01-03,,4.926666666666667,,,,
2362,2017-01-04,,6.382000000000001,,,,
2363,2017-01-05,,7.38,,,,
2364,2017-01-06,,7.316333333333333,,,,
2365,2017-01-07,,7.137666666666667,,,,
2366,2017-01-09,,5.675666666666667,,,,
2367,2017-01-10,,6.715,,,,
2368,2017-01-12,,6.853000000000001,,,,
2369,2017-01-13,,6.553333333333334,,,,
2370,2017-01-14,,6.900000000000001,,,,
2371,2017-01-15,,6.874666666666667,,,,
2372,2017-01-17,,5.925666666666667,,,,
2373,2017-01-18,,6.429666666666667,,,,
2374,2017-01-19,,6.561666666666667,,,,
2375,2017-01-20,,6.514666666666667,,,,
2376,2017-01-21,,6.764,,,,
2377,2017-01-22,,6.953333333333333,,,,
2378,2017-01-24,,6.753666666666668,,,,
2379,2017-01-25,,6.758,,,,
2380,2017-01-26,,6.868666666666667,,,,
2381,2017-01-27,,6.4639999999999995,,,,
2382,2017-01-28,,6.390000000000001,,,,
2383,2017-01-29,,6.216666666666666,,,,
2384,2017-01-31,,6.139,,,,
2385,2017-02-01,,6.069333333333333,,,,
2386,2017-02-02,,5.994333333333333,,,,
2387,2017-02-03,,6.114,,,,
2388,2017-02-04,,6.720666666666666,,,,
2389,2017-02-05,,6.890333333333333,,,,
2390,2017-02-07,,7.064,,,,
2391,2017-02-09,,5.935666666666667,,,,
