Subembayment,Facility,Year,Quart,Date,Flow  (MGD),Peak Flow (MGD),TN (mg/L),TDN (mg/L),TKN (mg/L),SKN (mg/L),NO3 (mg/L),NO2 (mg/L),Total NH3 (mg/L),Urea* (mg/L),TP (mg/L),TDP (mg/L),DRP** (mg/L),TSS (mg/L),TRP (mg/L)
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q3 2012,7/25/2012,21.49,28.71,25.94,25.88,0.97,0.91,24.4,0.57,0.24,,4.5,4.4,4.3,1.6,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q3 2012,8/7/2012,22.1,29.74,27.847,27.817,0.82,0.79,27,0.027,0.1,,4.3,4.3,4.2,1.3,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q3 2012,8/21/2012,22.65,32.34,29.623,29.293,0.69,0.36,28.9,0.033,0.1,,4.4,4.4,4.3,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q3 2012,9/6/2012,22.35,28.9,27.785,27.855,0.76,0.83,27,0.025,0.1,,4.6,4.6,4.4,0.6,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q3 2012,9/19/2012,20.73,26.66,30.698,30.668,0.65,0.62,30,0.048,0.1,,4.8,4.8,4.6,0.6,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,10/11/2012,21.37,27.18,29.631,29.051,0.68,0.1,28.9,0.051,0.1,,4.6,4.6,4.7,0.5,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,10/24/2012,21.5,31.39,27.006,27.026,0.98,1,25.9,0.126,0.1,,4.7,4.6,4.6,1.7,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,11/5/2012,20.51,24.37,27.742,27.342,1.7,1.3,25.6,0.442,0.1,,4.6,4.5,4.3,3.4,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,11/20/2012,19.36,26.08,30.42,30.12,1.4,1.1,28.8,0.22,0.1,,4.4,4.3,4.3,2.2,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,12/3/2012,25.99,32.72,22.84,22.64,1.8,1.6,20.5,0.54,0.4,,2.6,2.6,2.3,2.3,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q4 2012,12/18/2012,20.22,28.14,26.937,27.147,0.89,1.1,26,0.047,0.1,,3.7,3.6,3.6,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,1/7/2013,21.27,28.78,23.843,23.653,0.82,0.63,23,0.023,0.1,,3.2,3.4,3,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,1/24/2013,18.62,23.62,30.43,30.66,0.4,0.63,30,0.03,0.16,,4.2,4.2,4.2,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,2/5/2013,18.63,23.64,37.034,36.774,1,0.74,36,0.034,0.16,,4.2,4.2,4.1,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,2/7/2013,18.88,24.96,30.908,31.008,0.88,0.98,30,0.028,0.13,,3.8,3.9,4.1,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,2/19/2013,18.84,24.84,29.436,29.346,0.41,0.32,29,0.026,0.24,,3.9,3.4,4.1,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,2/20/2013,18.09,26.75,31.774,31.464,0.75,0.44,31,0.024,0.32,,3.7,4,4.2,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,3/6/2013,17.98,21.68,31.85,31.74,0.89,0.78,30.9,0.06,0.13,,4.3,4.3,4.4,1.6,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q1 2013,3/18/2013,18.68,25.36,31.46,30.23,1.5,0.27,29.8,0.16,0.13,,4.4,4.3,4.2,2.5,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,4/4/2013,20.74,26.29,32.194,31.924,1.2,0.93,30.9,0.094,0.13,,4.4,4.4,4.2,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,4/22/2013,20.82,25.72,31.054,31.294,0.07,0.31,30.9,0.084,0.13,,4.2,4.2,4.2,1.2,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,5/6/2013,22.56,26.05,29.417,29.347,0.42,0.35,28.95,0.047,0.13,,4.4,4.2,4.2,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,5/22/2013,24.87,31.31,32.097,31.717,1.1,0.72,30.95,0.047,0.13,,4.4,4.3,4.5,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,6/2/2013,23.9,30.69,32.525,32.395,0.53,0.4,31.94,0.055,0.13,,4.6,4.6,4.4,1,
Lower South Bay,City of Palo Alto RWQCP,Y 1,Q2 2013,6/19/2013,23.24,31.87,32.297,31.177,1.3,0.18,30.89,0.107,0.13,,4.5,4.6,4.6,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,7/8/2013,22.28,28.76,28.068,28.918,0.07,0.92,27.87,0.128,0.13,,4.7,4.8,4.2,1.1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,7/25/2013,21.34,29.43,28.184,28.444,0.18,0.44,27.84,0.164,0.21,,4.8,4.4,4.4,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,8/6/2013,20.62,30.16,29.357,29.307,0.36,0.31,28.86,0.137,0.23,,4.4,4.6,4.4,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,8/20/2013,20.53,25.8,29.308,29.308,0.31,0.31,28.86,0.138,0.14,,4.6,4.5,4.3,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,9/4/2013,20.94,34.94,29.217,29.177,0.22,0.18,28.9,0.097,0.33,,4.3,4.4,4.3,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q3 2013,9/25/2013,20.01,27.98,31.662,31.312,0.66,0.31,30.89,0.112,0.24,,4.6,4.9,4.4,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,10/3/2013,21.18,30.01,27.535,27.315,0.53,0.31,26.91,0.095,0.18,,4.7,4.6,4.6,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,10/21/2013,21.23,30.11,30.086,30.256,0.09,0.26,29.82,0.176,0.25,,4.6,4.6,4.5,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,11/4/2013,18.15,22.58,31.445,31.185,0.44,0.18,30.84,0.165,0.44,,4.5,4.5,4.2,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,11/20/2013,21.15,27.44,30.068,30.068,0.07,0.07,29.96,0.038,0.13,,4.3,4.3,4.5,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,12/8/2013,17.92,26.13,30.529,30.179,0.53,0.18,29.93,0.069,0.13,,4.4,4.4,4.2,1.1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q4 2013,12/23/2013,15.39,24.62,29.484,29.074,0.48,0.07,28.84,0.164,0.182,,5,4.9,4.7,1.6,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,1/6/2014,17.36,24.142,30.31,30.18,0.31,0.18,29.858,0.142,0.175,,4.2,4.18,4.06,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,1/21/2014,17.96,25.636,29.5701,29.4801,0.57,0.48,28.933,0.0671,0.13,,4.47,4.47,4.29,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,2/4/2014,18.03,26.27,33.07,33.088,0.07,0.088,32.891,0.109,0.189,,4.92,4.92,4.58,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,2/6/2014,19.56,28.014,32.0696,32.0696,0.07,0.07,31.918,0.0816,0.161,,4.8,4.82,4.6,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,2/19/2014,17.04,23.975,33.3999,33.3099,0.4,0.31,32.941,0.0589,0.13,,4.94,4.95,4.57,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,3/12/2014,18.43,24.887,31.22,31.18,0.22,0.18,30.834,0.166,0.13,,4.68,4.73,4.54,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,3/18/2014,17.82,26.743,31.07,31.48,0.07,0.48,30.789,0.211,0.14,,4.8,4.82,4.65,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q1 2014,3/26/2014,18.1,27.711,33.07,33.13,0.07,0.13,32.848,0.152,0.13,,4.82,4.79,4.8,1,
Lower South Bay,City of Palo Alto RWQCP,Y 2,Q2 2014,4/10/2014,16.86,25.14,28.07,28.07,0.07,0.07,27.915,0.085,0.13,,4.65,4.68,4.57,1,
